,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Types
152,Blanc de Blancs Brut Champagne Grand Cru 'Oger' N.V.,France,Champagne Grand Cru 'Oger',Pierre Gimonnet & Fils,4.1,233,42.0,,Champagne
153,Brut Rosé Champagne N.V.,France,Champagne,J.M. Gobillard & Fils,3.8,234,30.95,,Champagne
154,N.P.U Brut Champagne (Nec Plus Ultra) 1999,France,Champagne,Bruno Paillard,4.5,234,184.23,1999,Champagne
155,Esprit de Victoria Blanc de Blancs Brut Champagne N.V.,France,Champagne,Joseph Perrier,4.0,237,55.85,,Champagne
156,Cuvée Prestige Crémant de Bourgogne Brut N.V.,France,Crémant de Bourgogne,Domaine de La Grande Côte,3.9,238,14.95,,Champagne
157,Éclats de Meulière Extra-Brut Champagne N.V.,France,Champagne,Jeaunaux-Robin,4.0,242,38.5,,Champagne
158,Les Fumées Blanches Sauvignon Blanc Sparkling (Pétillant) 2018,France,Vin de France,François Lurton,3.7,246,7.45,2018,Champagne
159,Brut Nature Champagne (Philippe Starck) 2012,France,Champagne,Louis Roederer,4.1,249,79.9,2012,Champagne
160,Brut Champagne N.V.,France,Champagne,Comtesse Lafond,4.0,252,39.9,,Champagne
161,Cuvée Rosée Brut Champagne N.V.,France,Champagne,Veuve A. Devaux,3.8,253,36.9,,Champagne
162,Blanc de Blancs Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Henriet-Bazin,3.9,254,34.95,,Champagne
163,Tradition Brut Champagne Grand Cru 'Le Mesnil-sur-Oger' N.V.,France,Champagne Grand Cru 'Le Mesnil-sur-Oger',Jean Pernet,3.7,257,29.9,,Champagne
164,Crémant d'Alsace Rosé Brut N.V.,France,Crémant d'Alsace,Bestheim,3.8,259,11.5,,Champagne
165,Crémant d'Alsace Blanc de Noirs N.V.,France,Crémant d'Alsace,Dopff au Moulin,3.8,260,16.95,,Champagne
166,Grande Réserve Brut Champagne Grand Cru N.V.,France,Champagne Grand Cru,André Roger,4.0,263,35.81,,Champagne
167,Femme de Champagne 1996,France,Champagne,Duval-Leroy,4.5,271,239.7,1996,Champagne
168,Réserve Brut Champagne Grand Cru N.V.,France,Champagne Grand Cru,Autréau de Champillon,4.0,272,29.5,,Champagne
169,Lapiaz Crémant du Jura Brut N.V.,France,Crémant du Jura,Tissot-Maire,3.5,273,12.9,,Champagne
170,Grande Réserve Champagne N.V.,France,Champagne,Louis Casters,3.8,279,22.95,,Champagne
171,Crémant de Limoux Brut N.V.,France,Crémant de Limoux,Château Martinolles,3.7,279,11.9,,Champagne
172,Cristal Brut Champagne (Millésimé) 2012,France,Champagne,Louis Roederer,4.5,282,205.84,2012,Champagne
173,Demi-Sec Champagne (Cuvée Royale) N.V.,France,Champagne,Joseph Perrier,3.9,283,36.5,,Champagne
174,Terre de Vertus Champagne Premier Cru 2013,France,Champagne Premier Cru,Larmandier-Bernier,4.2,286,58.39,2013,Champagne
175,Crémant de Bourgogne Rosé Brut N.V.,France,Bourgogne,Caves de Marsigny,3.6,287,14.99,,Champagne
176,Dom Ruinart Blanc de Blancs Brut Champagne 2007,France,Champagne,Ruinart,4.5,287,169.0,2007,Champagne
177,Blanc de Blancs Millésimé Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Doyard Mahé,4.1,287,36.5,,Champagne
178,Nocturne City Lights Sec Champagne N.V.,France,Champagne,Taittinger,4.0,288,49.3,,Champagne
179,Brut Extrem Champagne N.V.,France,Champagne,Nicolas Feuillatte,3.6,289,35.0,,Champagne
180,Millésime Brut Collection Mémoire Champagne Grand Cru 'Aÿ' 2008,France,Champagne Grand Cru 'Aÿ',Lallier,4.3,290,69.36,2008,Champagne
181,Réserve 4 Cèpages Brut Champagne N.V.,France,Champagne,Robert Barbichon,3.8,291,36.95,,Champagne
182,Brut Champagne (Cuvée Royale) 2008,France,Champagne,Joseph Perrier,4.0,297,46.5,2008,Champagne
183,Saphir Saumur Brut Vintage 2017,France,Saumur,Bouvet-Ladubay,3.5,298,11.65,2017,Champagne
184,Rosé Brut Champagne 2012,France,Champagne,Deutz,4.1,300,55.89,2012,Champagne
185,Cuvée Spéciale Demi Sec N.V.,France,Loire Valley,Marquis de la Tour,3.8,301,8.25,,Champagne
186,Brut Rosé Champagne Grand Cru 'Chouilly' N.V.,France,Champagne Grand Cru 'Chouilly',Legras & Haas,3.8,312,40.8,,Champagne
187,Blanc de Blancs Brut Champagne 2007,France,Champagne,Deutz,4.2,313,74.9,2007,Champagne
188,Assemblage Brut Champagne 2008,France,Champagne,Bruno Paillard,4.3,331,68.19,2008,Champagne
189,Brut Premier Champagne 2012,France,Champagne Premier Cru,Louis Roederer,4.1,333,62.9,2012,Champagne
190,Cuvée de La Rue des Noyers Champagne N.V.,France,Champagne,Benoît Déhu,4.2,335,74.01,,Champagne
191,Carte d'Or Brut Champagne N.V.,France,Champagne,Irroy,3.6,336,36.59,,Champagne
192,Cuvée de Reserve Blanc de Noirs Champagne Brut N.V.,France,Champagne,Gallimard Père & Fils,4.1,337,24.95,,Champagne
193,Code Rouge Brut Eternel Blancs de Blancs N.V.,France,Crémant de Limoux,Gérard Bertrand,3.6,339,31.77,,Champagne
194,Blanc de Blancs Champagne (Extra Cuvée de Réserve) 2012,France,Champagne,Pol Roger,4.2,343,77.79,2012,Champagne
195,Blanc de Noirs Brut Champagne N.V.,France,Champagne,Robert Barbichon,3.9,349,35.6,,Champagne
196,Brut Blanc de Blancs N.V.,France,Beaune,Veuve du Vernay,3.8,350,8.25,,Champagne
197,Blanc de Noirs Brut Champagne N.V.,France,Champagne,Gremillet,3.8,351,35.95,,Champagne
198,Cuvée Nicolas François Billecart Brut Champagne 2006,France,Champagne,Billecart-Salmon,4.5,355,144.27,2006,Champagne
199,Réserve Brut Champagne 2006,France,Champagne,Pol Roger,4.2,358,69.0,2006,Champagne
200,Brut Champagne Grand Cru 'Aÿ' N.V.,France,Champagne Grand Cru 'Aÿ',Lallier,4.2,358,51.57,,Champagne
201,Brut Champagne Grand Cru 'Aÿ' N.V.,France,Champagne Grand Cru 'Aÿ',Pierre Leboeuf,3.9,359,33.95,,Champagne
202,Réserve Brut Champagne N.V.,France,Champagne,Leclerc Briant,3.9,362,47.95,,Champagne
203,Amour de Deutz Millésime Brut Champagne 2007,France,Champagne,Deutz,4.5,363,139.0,2007,Champagne
204,Tastevinage Crémant de Bourgogne Brut N.V.,France,Crémant de Bourgogne,Chevalier,3.7,365,14.9,,Champagne
205,Brut Champagne N.V.,France,Champagne,Marcel Pierre,3.8,366,27.7,,Champagne
206,Aimery Crémant de Limoux Grande Cuvée 1531 Rosé N.V.,France,Crémant de Limoux,Sieur d'Arques,3.8,368,11.9,,Champagne
207,Private Cuvée Brut Champagne N.V.,France,Champagne,Jacquinot & Fils,4.0,368,44.5,,Champagne
208,Ice Impérial (Demi-Sec) Rosé Champagne N.V.,France,Champagne,Moët & Chandon,4.1,372,67.59,,Champagne
209,Rosé Brut Champagne (Extra Cuvée de Réserve) 2009,France,Champagne,Pol Roger,4.1,383,68.0,2009,Champagne
210,Rosé Dolorès Brut Champagne N.V.,France,Champagne,Baron-Fuenté,3.9,388,28.99,,Champagne
211,Red Top Sec Champagne N.V.,France,Champagne,Heidsieck & Co. Monopole,3.7,388,29.79,,Champagne
212,Blanc de Noirs Extra Brut Champagne N.V.,France,Champagne,Maurice Grumier,3.9,389,29.9,,Champagne
213,Blanc de Blancs Brut Champagne N.V.,France,Champagne,Le Brun de Neuville,3.9,396,29.95,,Champagne
214,Ultra D Champagne N.V.,France,Champagne,Veuve A. Devaux,3.9,397,39.9,,Champagne
215,Tresor Brut Rosé N.V.,France,Saumur,Bouvet-Ladubay,3.9,410,15.9,,Champagne
216,Cuvée William Deutz Millesimé Brut Champagne 2006,France,Champagne,Deutz,4.4,412,125.0,2006,Champagne
217,Brut Rosé Champagne (Cuvée Royale) N.V.,France,Champagne,Joseph Perrier,3.8,419,45.6,,Champagne
218,Royal Crémant de Loire Brut N.V.,France,Crémant de Loire,Ackerman,4.0,427,15.9,,Champagne
219,Crémant de Bourgogne Brut Rosé N.V.,France,Crémant de Bourgogne,Cave de Lugny,4.0,433,11.52,,Champagne
220,Cuvée Supérieure Champagne N.V.,France,Champagne,Louis Casters,3.8,458,21.95,,Champagne
221,Réserve Premier Cru Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Frédéric Malétrez,3.8,465,32.8,,Champagne
222,Crémant de Loire Brut Rosé N.V.,France,Crémant de Loire,Bouvet-Ladubay,3.7,466,11.5,,Champagne
223,Blanc de Blancs Brut Champagne Grand Cru N.V.,France,Champagne Grand Cru,Autréau de Champillon,4.0,468,29.9,,Champagne
224,Millesimé Brut Champagne 2006,France,Champagne,Charles Heidsieck,4.3,469,85.95,2006,Champagne
225,Brut Apanage Rosé Champagne N.V.,France,Champagne,Pommery,4.1,469,65.49,,Champagne
226,Blanc de Blancs Brut Champagne (Vintage) 2011,France,Champagne,Louis Roederer,4.2,482,67.26,2011,Champagne
227,Tradition Brut Champagne N.V.,France,Champagne,Baron-Fuenté,3.6,483,27.98,,Champagne
228,Premium Reserve Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Charles Mignon,3.8,496,34.73,,Champagne
229,Alexandra Champagne Rosé (Grande Cuvée) 2004,France,Champagne,Laurent-Perrier,4.6,503,349.0,2004,Champagne
230,Brut Millesimé Champagne N.V.,France,Champagne,Piper-Heidsieck,4.0,505,39.09,,Champagne
231,Special Club Millesimé de Collection Champagne N.V.,France,Champagne,Pierre Gimonnet & Fils,4.2,507,55.0,,Champagne
232,Tradition Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Paul Goerg,3.8,513,33.27,,Champagne
233,Saumur Brut N.V.,France,Saumur,Mlle Ladubay,3.6,522,11.9,,Champagne
234,Brut Blanc de Blancs Champagne N.V.,France,Champagne,Charles Heidsieck,4.2,524,74.78,,Champagne
235,Crémant de Bourgogne Brut N.V.,France,Crémant de Bourgogne,Antonin Rodet,3.6,525,19.34,,Champagne
236,Rosé Brut Premium Reserve Champagne N.V.,France,Champagne Premier Cru,Charles Mignon,4.0,542,37.88,,Champagne
237,Blanc de Blancs Champagne Grand Cru N.V.,France,Champagne Grand Cru,Bruno Paillard,4.2,547,64.95,,Champagne
238,Crémant de Loire Brut Rosé N.V.,France,Crémant de Loire,Monmousseau,3.6,558,12.9,,Champagne
239,Vouvray Brut N.V.,France,Vouvray,Vigneau-Chevreau,3.8,562,14.5,,Champagne
240,Prestige Brut Champagne Grand Cru N.V.,France,Champagne Grand Cru 'Cramant',Bonnaire,4.0,565,43.9,,Champagne
241,Brut Rosé Champagne N.V.,France,Champagne,Leclerc Briant,3.9,569,53.7,,Champagne
242,Rosé Champagne N.V.,France,Champagne,Jacquart,3.8,570,32.99,,Champagne
243,Millésimé Brut Champagne 2013,France,Champagne,Taittinger,4.2,573,60.63,2013,Champagne
244,Cuvée Joséphine Brut Champagne N.V.,France,Champagne,Joseph Perrier,4.3,583,112.53,,Champagne
245,L'Universelle Brut Champagne N.V.,France,Champagne,Baron Albert,3.7,585,25.98,,Champagne
246,Crémant d'Alsace Brut Premium N.V.,France,Crémant d'Alsace,Bestheim,3.8,585,11.5,,Champagne
247,Cuvée D Champagne N.V.,France,Champagne,Veuve A. Devaux,4.0,586,36.59,,Champagne
248,Quattuor Blanc de Quatre Blancs Brut Champagne N.V.,France,Champagne,Drappier,4.1,598,61.55,,Champagne
249,Crémant de Limoux Brut N.V.,France,Crémant de Limoux,Gérard Bertrand,3.6,603,39.99,,Champagne
250,Cristal Rosé Brut Champagne (Millésimé) 2007,France,Champagne,Louis Roederer,4.6,613,495.0,2007,Champagne
251,Brut Champagne 2008,France,Champagne,Barons de Rothschild (Lafite),4.1,619,90.43,2008,Champagne
252,Brut Millésimé Champagne 2008,France,Champagne,Laurent-Perrier,4.2,624,59.95,2008,Champagne
253,Belle Epoque Blanc de Blancs Champagne N.V.,France,Champagne,Perrier-Jouët,4.5,627,259.95,,Champagne
254,Blanc de Blancs Brut N.V.,France,Alsace,Cavalier,3.2,630,8.0,,Champagne
255,Authentic Meunier Blanc de Noirs Brut Champagne N.V.,France,Champagne,Michel Loriot,3.9,654,26.12,,Champagne
256,Blanc de Noirs Brut Champagne N.V.,France,Champagne,Alexandre Bonnet,3.8,681,33.75,,Champagne
257,Brut Origine Champagne N.V.,France,Champagne,Tribaut Schloesser,3.8,686,26.95,,Champagne
258,Grande Réserve Demi-Sec Champagne N.V.,France,Champagne,Baron-Fuenté,3.9,688,19.95,,Champagne
259,Blanc de Blancs Brut N.V.,France,Champagne,Barons de Rothschild (Lafite),4.1,736,70.41,,Champagne
260,Belle Epoque Brut Champagne 2012,France,Champagne,Perrier-Jouët,4.4,743,95.53,2012,Champagne
261,Demi-Sec Champagne N.V.,France,Champagne,Deutz,4.1,747,37.5,,Champagne
262,White Label Champagne N.V.,France,Champagne,Lanson,3.9,761,39.9,,Champagne
263,Crémant d'Alsace Brut Prestige N.V.,France,Crémant d'Alsace,Arthur Metz,3.7,777,12.19,,Champagne
264,Dégorgement Tardif Millesimé Extra Brut Champagne N.V.,France,Champagne,Jacquesson,4.4,783,189.0,,Champagne
265,Blanc de Noirs Brut Champagne N.V.,France,Champagne,Veuve A. Devaux,3.8,801,35.5,,Champagne
266,Crémant d'Alsace Brut N.V.,France,Crémant d'Alsace,Bestheim,3.5,805,13.49,,Champagne
267,Brut Rosé Champagne Premier Cru N.V.,France,Champagne Premier Cru,Marc Hébrart,4.0,806,32.5,,Champagne
268,Brut N.V.,France,Loire Valley,Marquis de la Tour,3.7,816,8.25,,Champagne
269,Cuvèe de Réserve Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Marc Hébrart,4.0,820,29.5,,Champagne
270,La Grande Dame Brut Champagne 2008,France,Champagne,Veuve Clicquot,4.4,833,142.99,2008,Champagne
271,Première Cuvée Rosé Brut Champagne N.V.,France,Champagne,Bruno Paillard,4.0,857,49.95,,Champagne
272,1851 Brut N.V.,France,Saumur,Bouvet-Ladubay,3.6,894,10.5,,Champagne
273,Vintage Brut Champagne 2008,France,Champagne,Veuve Clicquot,4.2,899,71.69,2008,Champagne
274,Rosé Brut Champagne (Vintage) 2013,France,Champagne,Louis Roederer,4.2,913,62.9,2013,Champagne
275,Blanc de Blancs Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Paul Goerg,3.9,915,34.29,,Champagne
276,Blanc de Blancs Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Marc Hébrart,4.1,958,31.5,,Champagne
277,Sèlection Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Marc Hébrart,4.1,998,33.0,,Champagne
278,Brut Apanage Prestige Champagne N.V.,France,Champagne,Pommery,4.1,1008,65.49,,Champagne
279,Cuvée Essentiel Brut Champagne N.V.,France,Champagne,Piper-Heidsieck,3.9,1016,42.99,,Champagne
280,Cuvée de Reserve Brut Champagne N.V.,France,Champagne,Gallimard Père & Fils,4.1,1023,55.0,,Champagne
281,Rosé Brut Champagne (Vintage) 2011,France,Champagne,Louis Roederer,4.3,1033,62.9,2011,Champagne
282,Blanc de Blancs Brut Champagne N.V.,France,Champagne,Bruno Paillard,4.3,1051,64.95,,Champagne
283,Brut Millésimé Champagne 2006,France,Champagne,Laurent-Perrier,4.2,1074,54.0,2006,Champagne
284,Brut Grand Millesimé Champagne 2006,France,Champagne,Gosset,4.2,1086,67.5,2006,Champagne
285,Les Folies de la Marquetterie Champagne N.V.,France,Champagne,Taittinger,4.1,1087,64.27,,Champagne
286,Pinot Noir Brut Nature Rosé Champagne N.V.,France,Champagne,Drappier,4.0,1115,36.79,,Champagne
287,Origine Brut Champagne N.V.,France,Champagne,Mandois,3.8,1125,28.45,,Champagne
288,Crémant de Bourgogne Brut Blanc de Blancs N.V.,France,Crémant de Bourgogne,Cave de Lugny,3.6,1126,11.85,,Champagne
289,Essentiel Cuvée Réservée Brut Champagne N.V.,France,Champagne,Piper-Heidsieck,3.9,1158,46.01,,Champagne
290,Crémant de Loire Brut Blanc N.V.,France,Crémant de Loire,Monmousseau,3.6,1165,12.9,,Champagne
291,Excellence Brut Rosé N.V.,France,Loire Valley,Bouvet-Ladubay,3.8,1204,12.0,,Champagne
292,La Grande Année Brut Champagne 2008,France,Champagne,Bollinger,4.5,1237,121.15,2008,Champagne
293,Rosé de Saignée Champagne Premier Cru N.V.,France,Champagne Premier Cru,Larmandier-Bernier,4.1,1251,67.5,,Champagne
294,Grande Reserve Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,J.M. Gobillard & Fils,3.9,1254,31.95,,Champagne
295,Blanc de Blancs Brut Champagne Grand Cru 'Aÿ' N.V.,France,Champagne Grand Cru 'Aÿ',Lallier,4.0,1306,55.05,,Champagne
296,Brut Champagne (Extra Cuvée de Réserve) 2012,France,Champagne,Pol Roger,4.4,1315,60.44,2012,Champagne
297,Rosé Champagne N.V.,France,Champagne,Barons de Rothschild (Lafite),4.1,1348,65.38,,Champagne
298,Perle Rosée Brut Champagne N.V.,France,Champagne,Alexandre Bonnet,3.6,1356,36.85,,Champagne
299,Crémant de Loire Brut N.V.,France,Crémant de Loire,De Chanceny,3.7,1370,11.95,,Champagne
300,Brut Rosé Champagne 2006,France,Champagne,Dom Pérignon,4.6,1414,315.0,2006,Champagne
301,Cuvée Sublime Demi-Sec Champagne N.V.,France,Champagne,Piper-Heidsieck,4.0,1434,39.99,,Champagne
302,Blanc de Blancs Brut Champagne Grand Cru 'Chouilly' N.V.,France,Champagne Grand Cru 'Chouilly',Legras & Haas,4.0,1435,41.93,,Champagne
303,Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Autréau de Champillon,3.9,1459,23.9,,Champagne
304,Grande Réserve Brut Champagne N.V.,France,Champagne,Veuve A. Devaux,3.8,1490,29.9,,Champagne
305,Tresor Brut N.V.,France,Saumur,Bouvet-Ladubay,3.8,1508,16.2,,Champagne
306,Cuvée No 741 Extra Brut Champagne N.V.,France,Champagne,Jacquesson,4.1,1533,49.95,,Champagne
307,Tradition Brut Champagne N.V.,France,Champagne,J.M. Gobillard & Fils,3.9,1540,28.95,,Champagne
308,Cremant d'Alsace Cuvée Prestige N.V.,France,Crémant d'Alsace,René Muré,3.8,1549,15.9,,Champagne
309,Carte Blanche Champagne (Demi-Sec) N.V.,France,Champagne,Louis Roederer,4.1,1615,44.74,,Champagne
310,Crémant de Loire L'Extra N.V.,France,Crémant de Loire,Langlois-Chateau,3.8,1711,13.3,,Champagne
311,Crémant d'Alsace Cuvée Julien Brut N.V.,France,Crémant d'Alsace,Dopff au Moulin,3.6,1737,13.95,,Champagne
312,Grande Rosé N.V.,France,Champagne,Montaudon,3.9,1779,24.99,,Champagne
313,Demi-Sec Champagne N.V.,France,Champagne,Taittinger,4.2,1814,47.18,,Champagne
314,Brut Champagne 2004,France,Champagne,Krug,4.6,1853,229.0,2004,Champagne
