,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Types
243,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Domaine de Chevalier,4.2,56,107.95,2005,White
244,Corton-Charlemagne Grand Cru 1993,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.3,56,249.95,1993,White
245,Villa Grand Cap Blanc 2018,France,Vin de France,Lionel Osmin & Cie,3.4,56,7.3,2018,White
246,Blanc 2011,France,Côtes Catalanes,Domaine de l'Horizon,3.9,56,39.96,2011,White
247,La Soufrandière Climat Les Quarts Pouilly-Vinzelles 2017,France,Pouilly-Vinzelles,Bret Brothers & The Soufrandière,4.0,56,46.5,2017,White
248,Bandol Blanc 2019,France,Bandol,La Suffrene,3.5,56,17.5,2019,White
249,Bandol Blanc 2018,France,Bandol,Château de Pibarnon,4.0,57,26.04,2018,White
250,Grande Réserve Muscadet de Sèvre et Maine Sur Lie 2018,France,Muscadet-Sevre et Maine,Dominique Salmon,3.6,57,9.99,2018,White
251,Parallèle 45 Côtes Du Rhône Blanc 2018,France,Côtes-du-Rhône,Paul Jaboulet Aîné,3.6,57,11.47,2018,White
252,Riesling K 2016,France,Alsace,Paul Kubler,3.5,57,13.55,2016,White
253,Les Preuses Chablis Grand Cru 2017,France,Chablis Grand Cru,Domaine Nathalie et Gilles Fevre,4.3,57,65.0,2017,White
254,Meursault 2016,France,Meursault,Faiveley,4.2,57,46.5,2016,White
255,Pinot Blanc Classic 2017,France,Alsace,Bestheim,3.4,58,7.99,2017,White
256,JT Blanc Costières de Nîmes 2016,France,Costières-de-Nîmes,Château de Nages,4.0,58,18.03,2016,White
257,Santenay Premier Cru 'Gravières' Blanc 2015,France,Santenay 1er Cru 'Les Gravières',Château de la Crée,4.3,58,73.63,2015,White
258,Sancerre Blanc 2018,France,Sancerre,Dominique et Janine Crochet,4.0,58,15.5,2018,White
259,Vita Bella Côtes de Provence 2016,France,Côtes de Provence,La Mascaronne,3.9,58,16.5,2016,White
260,Viognier 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.6,59,8.78,2018,White
261,Deux Roches Tradition Mâcon-Villages 2017,France,Mâcon-Villages,Collovray & Terrier,3.9,59,10.97,2017,White
262,Sauvignon Blanc 2019,France,Pays d'Oc,Les Jamelles,3.5,59,5.46,2019,White
263,Chassagne-Montrachet 1er Cru Morgeot Monopole Clos de La Chapelle Blanc 2016,France,Chassagne-Montrachet 1er Cru 'Morgeot',Louis Jadot - Domaine Duc de Magenta,4.3,59,98.15,2016,White
264,Terroir de Saint Alban Blanc Sec 2018,France,Savoie,Mathieu Apffel,3.4,60,16.47,2018,White
265,Chablis 2018,France,Chablis,Domaine des Hâtes,4.0,60,15.5,2018,White
266,Touraine Sauvignon 2018,France,Touraine,Domaine Malet,3.6,60,8.57,2018,White
267,Chassagne-Montrachet 1er Cru 'Cailleret' 2013,France,Chassagne-Montrachet 1er Cru 'Cailleret',Jean-Marc Morey,4.1,60,72.0,2013,White
268,Pessac-Léognan Blanc 2016,France,Pessac-Léognan,Château de Fieuzal,3.9,61,58.29,2016,White
269,Ermitage de l'Orée 2003,France,Hermitage,M. Chapoutier,4.0,61,181.5,2003,White
270,Chablis 2017,France,Chablis,Domaine Jean Dauvissat,3.9,61,22.0,2017,White
271,Pessac-Léognan Blanc 2005,France,Pessac-Léognan,Château de Fieuzal,4.0,61,44.95,2005,White
272,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Château Latour-Martillac,3.9,62,48.95,2005,White
273,Sancerre Blanc 2018,France,Sancerre,Domaine Salmon,3.9,62,14.9,2018,White
274,Beaune 1er Cru 'Clos des Mouches' Blanc 2017,France,Beaune 1er Cru 'Le Clos des Mouches',Joseph Drouhin,4.4,62,121.85,2017,White
275,Vouvray 2018,France,Vouvray,Famille Bougrier,3.8,62,6.95,2018,White
276,Côtes de Gascogne Les 4 Réserve 2017,France,Côtes de Gascogne,Domaine du Tariquet,3.5,62,8.5,2017,White
277,Esprit de Crès Ricards Viognier 2016,France,Pays d'Oc,Domaine des Crès Ricards,3.7,63,7.28,2016,White
278,Le Merle Blanc de Château Clarke Bordeaux Blanc 2018,France,Bordeaux,Château Clarke,4.1,63,27.27,2018,White
279,Le Cornillard Anjou 2015,France,Anjou,Domaine Patrick Baudouin,4.1,64,33.83,2015,White
280,Riesling Alsace Signature 2017,France,Alsace,Wolfberger,3.5,64,8.28,2017,White
281,Vignes de Nicole Chardonnay - Viognier Pays d'Oc 2019,France,Pays d'Oc,Paul Mas,3.8,64,7.37,2019,White
282,Vieilles Vignes Entre-deux-Mers 2019,France,Entre-deux-Mers,Château Sainte-Marie,3.8,64,10.49,2019,White
283,Viognier 2018,France,Vin de France,Maison de La Villette,3.6,64,6.41,2018,White
284,Effusion Anjou 2018,France,Anjou,Domaine Patrick Baudouin,3.9,65,19.88,2018,White
285,Dame Nature Petit Chablis 2018,France,Petit Chablis,La Chablisienne,3.8,65,13.58,2018,White
286,Bourgogne Blanc 2016,France,Bourgogne,Domaine Henri Boillot,4.1,65,26.5,2016,White
287,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche 2016,France,Chassagne-Montrachet Premier Cru,Joseph Drouhin,4.4,65,112.94,2016,White
288,Chablis 2018,France,Chablis,Ropiteau Freres,3.5,65,16.34,2018,White
289,Chablis Grand Cru 'Les Clos' 2016,France,Chablis Grand Cru,Louis Michel & Fils,4.3,65,80.57,2016,White
290,Côtes De Gascogne Chardonnay 2018,France,Côtes de Gascogne,Domaine du Tariquet,3.5,65,7.0,2018,White
291,Condrieu Les Cassines 2016,France,Condrieu,Paul Jaboulet Aîné,3.9,66,47.52,2016,White
292,Fourchaume Chablis Premier Cru 2018,France,Chablis Premier Cru,Domaine Nathalie et Gilles Fevre,4.0,66,27.9,2018,White
293,Riesling 2018,France,Alsace,Boeckel,3.6,66,9.5,2018,White
294,Savennières Bellevue 2016,France,Savennières,Domaine Patrick Baudouin,4.1,67,36.84,2016,White
295,Chablis 'Champ des Ducs' 2018,France,Chablis,Alain Geoffroy,3.8,67,18.03,2018,White
296,Le Merle Blanc de Château Clarke Bordeaux Blanc 2017,France,Bordeaux,Château Clarke,4.3,67,27.06,2017,White
297,Les Menétrieres Pouilly-Fuissé (Cuvée Hors-Classe) 2015,France,Pouilly-Fuissé,J.A. Ferret,4.2,67,55.24,2015,White
298,Meursault 'Les Grands Charrons' 2017,France,Meursault,Michel Bouzereau,4.2,67,53.61,2017,White
299,Châteauneuf-du-Pape Clos La Roquète Blanc 2017,France,Châteauneuf-du-Pape,Domaine La Roquète,4.2,67,49.76,2017,White
300,Côte de Rouffach Riesling 2016,France,Alsace,René Muré,3.7,68,15.5,2016,White
301,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche 2017,France,Chassagne-Montrachet Premier Cru,Joseph Drouhin,4.5,69,120.56,2017,White
302,Les Tourelles de la Crée Montagny Premier Cru 2014,France,Montagny Premier Cru,Château de la Crée,3.9,69,46.64,2014,White
303,Milia 2018,France,Provence,Clos de l'Ours,3.7,69,21.9,2018,White
304,Saint Joseph Fruit d'Avilleran 2017,France,Saint-Joseph,Francois Villard,4.0,70,22.0,2017,White
305,Pouilly-Fuissé Vielles Vignes 2017,France,Pouilly-Fuissé,Daniel Pollier,3.9,70,15.98,2017,White
306,Petit Bourgeois Sauvignon Blanc 2019,France,Val de Loire,Henri Bourgeois,3.6,70,9.95,2019,White
307,Chardonnay Bourgogne 2017,France,Bourgogne,Paul Pillot,3.6,70,29.45,2017,White
308,Sancerre Sauvage Blanc 2016,France,Sancerre,Pascal Jolivet,4.0,70,44.11,2016,White
309,Puligny-Montrachet 2017,France,Puligny-Montrachet,Jacques Carillon,4.1,70,59.9,2017,White
310,Sancerre Blanc 2019,France,Sancerre,Michel Thomas & Fils,4.0,70,14.54,2019,White
311,Chablis Grand Cru 'Les Preuses' 2016,France,Chablis Grand Cru 'Preuses',Domaine William Fèvre,4.3,70,95.0,2016,White
312,Réserve Chardonnay 2018,France,Limoux,Domaines Astruc,3.9,70,8.45,2018,White
313,Vaudésir Chablis Grand Cru 2016,France,Chablis Grand Cru,Roland Lavantureux,4.3,71,122.0,2016,White
314,Le Petiot Touraine 2016,France,Touraine,Domaine Ricard,3.7,72,9.5,2016,White
315,Santenay Premier Cru 'Gravières' Blanc 2014,France,Santenay 1er Cru 'Les Gravières',Château de la Crée,4.1,72,69.26,2014,White
316,Clos des Criots Pouilly-Fumé 2017,France,Pouilly-Fumé,Domaine Salmon,3.9,72,14.13,2017,White
317,Riesling Alsace Grand Cru Steingrubler 2016,France,Alsace Grand Cru,Wolfberger,3.9,72,19.49,2016,White
318,Puligny-Montrachet 2015,France,Puligny-Montrachet,Domaine Henri Boillot,4.0,72,65.0,2015,White
319,Pinot Blanc 2016,France,Alsace,Hugel,3.8,73,13.71,2016,White
320,Corbières Blanc 2018,France,Corbières,Domaine des Deux Cles,3.9,73,16.9,2018,White
321,Sancerre La Côte Des Monts Damnés 2018,France,Sancerre,Henri Bourgeois,4.0,73,27.5,2018,White
322,Ribet Blanc Chardonnay - Viognier 2019,France,Pays d'Oc,Arrogant Frog,3.4,73,5.8,2019,White
323,Châteauneuf-du-Pape Blanc 2017,France,Châteauneuf-du-Pape,Domaine des Sénéchaux,4.1,74,34.73,2017,White
324,Kastelberg Grand Cru 2016,France,Alsace Grand Cru 'Kastelberg',Marc Kreydenweiss,4.2,75,49.5,2016,White
325,Grande Réserve Chardonnay 2018,France,Languedoc,Paul Mas,4.1,75,13.58,2018,White
326,Riesling Alsace Signature 2018,France,Alsace,Wolfberger,3.7,75,8.28,2018,White
327,Puligny-Montrachet 2016,France,Puligny-Montrachet,Domaine Henri Boillot,4.0,76,59.9,2016,White
328,Côte des Roses Sauvignon Blanc 2019,France,Pays d'Oc,Gérard Bertrand,3.8,76,10.8,2019,White
329,Santenay Premier Cru 'Gravières' Blanc 2013,France,Santenay 1er Cru 'Les Gravières',Château de la Crée,4.3,76,65.9,2013,White
330,Bourgogne Blanc 2017,France,Bourgogne,Domaine Henri Boillot,3.9,77,32.55,2017,White
331,Petit Chablis 2018,France,Petit Chablis,Domaine du Chardonnay,3.7,77,16.5,2018,White
332,Reméage Blanc 2018,France,Vin de France,Les Vins de Vienne - Cuilleron-Gaillard-Villard,3.8,77,9.5,2018,White
333,Nostre Païs Blanc 2017,France,Costières-de-Nîmes,Michel Gassier,3.9,77,13.58,2017,White
334,Chardonnay - Terret 2018,France,Pays d'Oc,Josselin,3.3,78,8.67,2018,White
335,Chablis Montmains 1er Cru 2015,France,Chablis 1er Cru 'Montmains',Domaine des Marronniers,4.1,78,19.9,2015,White
336,Bourgogne Le Chardonnay de Chardonnay 2017,France,Bourgogne,Bouchard Père & Fils,3.7,78,44.59,2017,White
337,Le Petit Cheval Bordeaux Blanc 2016,France,Bordeaux,Château Cheval Blanc,4.4,79,138.6,2016,White
338,Belleruche Côtes-du-Rhône Blanc 2019,France,Côtes-du-Rhône,M. Chapoutier,3.7,79,10.47,2019,White
339,Meursault-Blagny 1er Cru 'La Pièce sous le Bois' 2015,France,Blagny 1er Cru 'La Pièce sous le Bois',Domaine Sylvain Langoureau,4.3,79,85.0,2015,White
340,Les Cépages Sauvignon Blanc 2012,France,Pays d'Oc,Baron Philippe de Rothschild,3.2,79,8.69,2012,White
341,Blanc Secret Côtes de Provence 2016,France,Côtes de Provence,Château des Sarrins,4.1,80,16.52,2016,White
342,Reméage Blanc 2017,France,Vin de France,Les Vins de Vienne - Cuilleron-Gaillard-Villard,3.8,80,9.5,2017,White
343,Pouilly-Fumé La Chantereine 2018,France,Pouilly-Fumé,Henri Bourgeois,3.6,80,22.42,2018,White
344,Condrieu Le Grand Vallon 2017,France,Condrieu,Francois Villard,4.2,80,40.9,2017,White
345,L'Abeille de Fieuzal Pessac-Léognan Blanc 2015,France,Pessac-Léognan,Château de Fieuzal,3.9,80,27.78,2015,White
346,GT-V Viognier 2018,France,Rhone Valley,LePlan-Vermeersch,3.9,81,15.37,2018,White
347,Vouvray Sec 2017,France,Vouvray,Clos de Nouys,3.8,81,10.92,2017,White
348,Gewürztraminer 2016,France,Alsace,Hugel,3.8,81,16.47,2016,White
349,Corton-Charlemagne Grand Cru 2013,France,Corton-Charlemagne Grand Cru,Joseph Drouhin,4.5,82,193.99,2013,White
350,Cassis Blanc 2017,France,Cassis,Ferme Blanche,3.6,82,15.9,2017,White
351,Chardonnay Bourgogne 2016,France,Bourgogne,Ropiteau Freres,3.6,82,12.08,2016,White
352,Villa Blanche Chardonnay 2019,France,Pays d'Oc,Calmel & Joseph,3.8,83,6.77,2019,White
353,Chassagne-Montrachet Blanc 2017,France,Chassagne-Montrachet,Joseph Drouhin,4.2,83,58.39,2017,White
354,Terre d'Argence Gard 2016,France,Coteaux du Pont du Gard,Château Mourgues du Grès,3.8,83,12.9,2016,White
355,Corton-Charlemagne Grand Cru 2015,France,Corton-Charlemagne Grand Cru,Domaine des Héritiers Louis Jadot,4.6,84,221.95,2015,White
356,Saint-Joseph Blanc 2016,France,Saint-Joseph,E. Guigal,3.7,84,25.92,2016,White
357,Pessac-Léognan Blanc 2005,France,Pessac-Léognan,Château Smith Haut-Lafitte,4.2,84,119.95,2005,White
358,Bourgogne Chardonnay 2017,France,Bourgogne,Olivier Leflaive,3.8,84,19.99,2017,White
359,Château-Thébaud 2015,France,Muscadet-Sevre et Maine,Pépière,3.9,84,18.9,2015,White
360,Les Princes Abbés Pinot Gris Alsace 2017,France,Alsace,Domaines Schlumberger,3.8,84,11.6,2017,White
361,Pinot Gris Alsace Signature 2018,France,Alsace,Wolfberger,3.9,85,7.66,2018,White
362,Viognier 2018,France,Côtes de Thongue,Domaine Montrose,3.6,85,8.68,2018,White
363,Agneau Bordeaux Blanc 2018,France,Bordeaux,Baron Philippe de Rothschild,3.2,85,6.05,2018,White
364,Viognier de Rosine 2018,France,Collines Rhodaniennes,Michel & Stéphane Ogier,3.8,87,22.9,2018,White
365,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2011,France,Pessac-Léognan,Domaine de Chevalier,4.2,87,146.95,2011,White
366,Pouilly-Fuissé 2018,France,Pouilly-Fuissé,Louis Latour,3.9,87,23.69,2018,White
367,Villa Blanche Viognier 2018,France,Pays d'Oc,Calmel & Joseph,3.8,87,6.77,2018,White
368,Montmains Chablis Premier Cru 2016,France,Chablis Premier Cru,Domaine du Chardonnay,3.8,87,27.5,2016,White
369,Sancerre Blanc 2018,France,Sancerre,Domaine la Barbotaine,4.0,87,13.78,2018,White
370,Satellite Sancerre 2012,France,Sancerre,Alphonse Mellot,4.1,88,35.0,2012,White
371,Réserve Graves Blanc 2016,France,Graves,Mouton Cadet,3.6,88,12.6,2016,White
372,Les Moulins de Turquant Blanc 2015,France,Saumur,Couly-Dutheil,3.9,89,13.69,2015,White
373,La Galopine Condrieu 2016,France,Condrieu,Delas,3.9,89,52.57,2016,White
374,Crozes-Hermitage Blanc 2017,France,Crozes-Hermitage,E. Guigal,3.7,90,22.33,2017,White
375,Chablis 2016,France,Chablis,Château de Chemilly,4.0,91,15.5,2016,White
376,Sancerre Les Romains 2017,France,Sancerre,Domaine Vacheron,4.1,91,42.9,2017,White
377,Clos du Four Mâcon-Milly-Lamartine 2014,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,3.8,92,34.54,2014,White
378,Les Caillardières Savennières 2016,France,Savennières,Domaine du Closel - Château des Vaults,4.0,92,34.8,2016,White
379,Bourgogne Cuvée Saint-Vincent Blanc 2016,France,Bourgogne,Vincent Girardin,3.7,92,16.9,2016,White
380,Aimery Chardonnay 2018,France,Pays d'Oc,Sieur d'Arques,3.3,92,5.75,2018,White
381,Figure Libre Freestyle Blanc 2017,France,Pays d'Oc,Gayda,3.8,93,11.45,2017,White
382,Gewürztraminer Alsace Signature 2018,France,Alsace,Wolfberger,3.9,94,9.13,2018,White
383,Prestige Blanc 2019,France,Côtes de Provence,Minuty,4.0,94,18.79,2019,White
384,La Griffe Bernard Chéreau Muscadet Sévre et Maine Sur Lie 2018,France,Muscadet-Sevre et Maine,Chéreau-Carré,3.7,95,7.52,2018,White
385,Meursault 1er Cru 'Blagny' Blanc 2016,France,Meursault 1er Cru 'Blagny',Faiveley,4.4,96,63.9,2016,White
386,Pouilly-Fuissé 2017,France,Pouilly-Fuissé,Chartron et Trébuchet,4.1,99,17.5,2017,White
387,Clos des Prouges Pouilly-Fuissé 2017,France,Pouilly-Fuissé,J.A. Ferret,4.3,100,43.65,2017,White
388,Sancerre Les Baronnes Blanc 2019,France,Sancerre,Henri Bourgeois,4.0,101,18.95,2019,White
389,Clos du Four Mâcon-Milly-Lamartine 2016,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,4.0,103,28.9,2016,White
390,Les Princes Abbés Pinot Blanc Alsace 2017,France,Alsace,Domaines Schlumberger,3.5,103,11.92,2017,White
391,Cuvée Les Caillottes Sancerre 2018,France,Sancerre,Jean-Max Roger,4.1,103,16.5,2018,White
392,Clos Sainte Hune Riesling Alsace 2013,France,Alsace,Trimbach,4.5,103,210.45,2013,White
393,Sauvignon Blanc 2018,France,Loire Valley,Domaine Gibault - Danielle de L'Ansee,3.5,103,7.7,2018,White
394,Saint-Aubin 2017,France,Saint-Aubin,Domaine Sylvain Langoureau,3.9,104,21.0,2017,White
395,Pinot Blanc Alsace Signature 2018,France,Alsace,Wolfberger,3.6,104,6.69,2018,White
396,Bourgogne Chardonnay (Vieilles Vignes) 2018,France,Bourgogne,Albert Bichot,3.9,105,13.8,2018,White
397,Terroir Littoral Sauvignon Blanc 2018,France,Pays d'Oc,Fortant,3.4,105,6.59,2018,White
398,Bourgogne Chardonnay (La Vignée) 2018,France,Bourgogne,Bouchard Père & Fils,3.8,105,16.39,2018,White
399,Riesling Alsace 2018,France,Alsace,Trimbach,3.6,105,14.5,2018,White
400,Pouilly-Fumé Indigene 2018,France,Pouilly-Fumé,Pascal Jolivet,4.0,106,43.65,2018,White
401,Clos de la Bergerie 2014,France,Savennières-Roche-aux-Moines,Nicolas Joly,4.0,106,47.9,2014,White
402,Viognier - Sauvignon 2019,France,Pays d'Oc,Paul Mas,3.9,106,5.79,2019,White
403,Pessac-Léognan Blanc 2006,France,Pessac-Léognan,Château Haut-Bergey,3.8,107,18.5,2006,White
404,Val de Montferrand Grande Cuvée Blanc 2016,France,Vin de Pays,Domaine de l'Hortus,3.9,108,17.95,2016,White
405,Riesling Tradition 2018,France,Alsace,Emile Beyer,3.8,109,13.29,2018,White
406,R de Rieussec 2017,France,Bordeaux,Château Rieussec,3.7,110,30.62,2017,White
407,Quincy Haute Victoire 2018,France,Quincy,Henri Bourgeois,3.8,110,15.7,2018,White
408,Chablis Premier Cru 'Vau de Vey' 2018,France,Chablis 1er Cru 'Vau de Vey',Domaine des Malandes,4.0,110,27.78,2018,White
409,Baron de L Pouilly-Fumé 2016,France,Pouilly-Fumé,de Ladoucette,4.4,110,76.43,2016,White
410,Puligny-Montrachet 'Les Corvées des Vignes' 2015,France,Puligny-Montrachet,Philippe Chavy,4.3,111,69.99,2015,White
411,Bandol Blanc 2015,France,Bandol,La Bastide Blanche,3.5,112,18.9,2015,White
412,Pinot Gris Alsace Réserve Personnelle 2015,France,Alsace,Trimbach,4.0,112,33.59,2015,White
413,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2014,France,Pessac-Léognan,Château Malartic-Lagravière,4.0,112,66.0,2014,White
414,Beaujolais Blanc 2018,France,Beaujolais,Terres Dorées,3.7,112,12.9,2018,White
415,Grand Vin La Clape Blanc 2018,France,La Clape,Château l'Hospitalet,3.7,113,36.85,2018,White
416,Chablis 2018,France,Chablis,Louis Michel & Fils,4.0,113,23.5,2018,White
417,Petit Chablis 2017,France,Petit Chablis,Domaine des Marronniers,3.9,114,13.3,2017,White
418,Réserve Languedoc Blanc 2018,France,Languedoc,Paul Mas,3.8,115,8.76,2018,White
419,Thauvenay Sancerre Blanc 2014,France,Sancerre,Domaine Masson-Blondelet,3.9,115,15.5,2014,White
420,Drouhin - Vaudon Chablis 2018,France,Chablis,Joseph Drouhin,3.7,115,17.07,2018,White
421,Chablis 2018,France,Chablis,Gerard Tremblay,3.6,116,13.91,2018,White
422,Chablis 1er Cru 'Côte de Lechet' 2018,France,Chablis 1er Cru 'Côte de Lechet',Bernard Defaix,4.1,116,24.9,2018,White
423,Vire-Clessé 2017,France,Viré-Clessé,Les Héritiers du Comte Lafon,4.0,119,29.9,2017,White
424,Chardonnay Le Bourgogne 2016,France,Bourgogne,Chanson,3.6,120,12.6,2016,White
425,Gewurztraminer Classic 2018,France,Alsace,Bestheim,3.8,121,9.5,2018,White
426,Mâcon-Bussières Les Clos 2018,France,Mâcon-Bussières,Joseph Drouhin,3.8,121,13.55,2018,White
427,Reserve Spéciale Chardonnay 2018,France,Pays d'Oc,Philibert du Charme,3.9,122,6.9,2018,White
428,Vieilles Vignes Côtes Catalanes Blanc 2017,France,Côtes Catalanes,Domaine du Clos des Fées,3.8,123,23.99,2017,White
429,Allnatt Vieilles Vignes Chardonnay 2018,France,Pays d'Oc,Paul Mas,4.1,124,11.25,2018,White
430,L'Esprit de l'Horizon Blanc 2015,France,Côtes Catalanes,Domaine de l'Horizon,3.9,125,17.45,2015,White
431,Gewürztraminer 2016,France,Alsace,Cleebourg,3.9,126,11.89,2016,White
432,Les Maranches Mâcon-Uchizy 2015,France,Mâcon-Uchizy,Les Héritiers du Comte Lafon,3.9,127,25.9,2015,White
433,Henry Greuzard Mâcon la Roche Vineuse 2018,France,Mâcon-La Roche-Vineuse,Château de la Greffière,4.0,129,8.72,2018,White
434,Sancerre Les Caillottes Blanc 2018,France,Sancerre,Pascal Jolivet,4.0,129,27.11,2018,White
435,Riesling Classic 2018,France,Alsace,Bestheim,3.6,129,8.65,2018,White
436,Chablis 2017,France,Chablis,Domaine des Genèves,3.8,130,12.43,2017,White
437,Les Princes Abbés Gewürztraminer Alsace 2017,France,Alsace,Domaines Schlumberger,3.9,130,15.5,2017,White
438,Bourgogne Chardonnay 2017,France,Bourgogne,Laroche,3.7,132,13.58,2017,White
439,Les Tourelles de la Crée Montagny Premier Cru 2015,France,Montagny Premier Cru,Château de la Crée,3.9,132,43.28,2015,White
440,Edmond Sancerre 2016,France,Sancerre,Alphonse Mellot,4.2,133,43.82,2016,White
441,Saint Peray Version 2016,France,Saint-Péray,Francois Villard,3.9,134,20.0,2016,White
442,Riesling Alsace Grand Cru 'Saering' 2017,France,Alsace Grand Cru,Domaines Schlumberger,3.9,134,19.4,2017,White
443,Tutti Frutti Blanc 2018,France,Pays d'Oc,Arrogant Frog,3.9,135,5.36,2018,White
444,Chardonnay Bourgogne 2015,France,Bourgogne,Ropiteau Freres,3.8,137,15.95,2015,White
445,Grande Réserve Sancerre Blanc 2019,France,Sancerre,Henri Bourgeois,3.9,139,29.05,2019,White
446,Domaine de Saint-Pierre Sancerre Blanc 2018,France,Sancerre,Domaine Pierre Prieur & Fils,3.9,139,16.0,2018,White
447,Le Classique Chablis 2016,France,Chablis,Pascal Bouchard,3.7,140,17.9,2016,White
448,Marsanne 2017,France,Languedoc-Roussillon,Paul Mas,3.6,141,5.74,2017,White
449,Rully Blanc 2018,France,Rully,Joseph Drouhin,3.9,143,19.02,2018,White
450,Chardonnay Bourgogne 2018,France,Bourgogne,Labouré-Roi,3.6,143,12.99,2018,White
451,Les Maranches Mâcon-Uchizy 2014,France,Mâcon-Uchizy,Les Héritiers du Comte Lafon,3.7,143,31.18,2014,White
452,Chablis Premier Cru 'Vau de Vey' 2017,France,Chablis 1er Cru 'Vau de Vey',Jean-Marc Brocard,4.1,146,29.55,2017,White
453,Puligny-Montrachet 2015,France,Puligny-Montrachet,Faiveley,4.2,146,58.9,2015,White
454,Châteauneuf-du-Pape Blanc 2016,France,Châteauneuf-du-Pape,Domaine de Beaurenard,4.0,147,49.0,2016,White
455,Sancerre Blanc 2018,France,Sancerre,Château de Sancerre,4.0,148,20.36,2018,White
456,Clos Mireille Blanc de Blancs 2018,France,Côtes de Provence,Domaines Ott,4.0,150,27.5,2018,White
457,Classic Gewürztraminer 2016,France,Alsace,Hugel,3.7,150,14.75,2016,White
458,Bourgogne Aligoté 2016,France,Bourgogne Aligoté,Olivier Leflaive,3.8,150,14.5,2016,White
459,Les Chailloux Silex Pouilly-Fumé 2016,France,Pouilly-Fumé,Domaine Chatelain,3.8,151,14.1,2016,White
460,Chante-Alouette Hermitage Blanc 2017,France,Hermitage,M. Chapoutier,4.3,154,58.1,2017,White
461,Bourgogne Chardonnay 2017,France,Bourgogne,Faiveley,3.8,155,13.9,2017,White
462,Les Fumées Blanches 2019,France,Vin de France,François Lurton,3.5,155,7.89,2019,White
463,Clos du Papillon Savennières 2015,France,Savennières,Domaine du Closel - Château des Vaults,4.0,155,67.45,2015,White
464,L'Églantière Chablis 2018,France,Chablis,Jean Durup,3.9,156,16.46,2018,White
465,Chablis 1er Cru 'Montee de Tonnerre' 2016,France,Chablis 1er Cru 'Montee de Tonnerre',Billaud-Simon,4.1,156,42.8,2016,White
466,Génération Dix-Neuf Sancerre 2013,France,Sancerre,Alphonse Mellot,4.1,156,38.89,2013,White
467,Vieilles Vignes Châteauneuf-du-Pape Blanc 2014,France,Châteauneuf-du-Pape,Château de Beaucastel,4.6,158,135.5,2014,White
468,Les Maranches Mâcon-Uchizy 2016,France,Mâcon-Uchizy,Les Héritiers du Comte Lafon,3.8,158,25.9,2016,White
469,Pouilly-Fuissé 2018,France,Pouilly-Fuissé,Joseph Drouhin,3.9,159,22.32,2018,White
470,Chassagne-Montrachet Blanc 2014,France,Chassagne-Montrachet,Domaine Michel Niellon,4.1,160,49.95,2014,White
471,Prestige Blanc 2018,France,Côtes de Provence,Minuty,4.1,160,20.99,2018,White
472,Pouilly-Vinzelles 2017,France,Pouilly-Vinzelles,Joseph Drouhin,3.8,161,19.39,2017,White
473,Mâcon-Lugny Les Genievres 2018,France,Mâcon-Lugny,Louis Latour,3.9,162,10.63,2018,White
474,Beaune 1er Cru 'Clos des Mouches' Blanc 2016,France,Beaune 1er Cru 'Le Clos des Mouches',Joseph Drouhin,4.5,162,129.0,2016,White
475,Riesling 2017,France,Alsace,Marcel Deiss,3.8,162,23.9,2017,White
476,Condrieu Invitare 2017,France,Condrieu,M. Chapoutier,4.1,162,47.37,2017,White
477,Châteauneuf-du-Pape Blanc 2017,France,Châteauneuf-du-Pape,Château de Beaucastel,4.3,163,73.11,2017,White
478,Riesling - Muscat - Pinot Gris Alsace (W)3 2016,France,Alsace,Wolfberger,3.7,164,8.28,2016,White
479,Caroline Graves 2011,France,Graves,Château de Chantegrive,3.8,165,23.0,2011,White
480,Chardonnay 2018,France,Pays d'Oc,Domaines Astruc,3.7,165,6.5,2018,White
481,Viognier Secret de Famille 2018,France,Rhone Valley,Paul Jaboulet Aîné,3.8,166,9.3,2018,White
482,Clos Sainte Hune Riesling Alsace 2012,France,Alsace,Trimbach,4.5,166,193.03,2012,White
483,Aile d'Argent Blanc Bordeaux 2016,France,Bordeaux,Château Mouton Rothschild,4.1,166,100.0,2016,White
484,Château Grenouilles Chablis Grand Cru 2015,France,Chablis Grand Cru,La Chablisienne,4.3,169,54.0,2015,White
485,Chablis Tête d'Or 2016,France,Chablis,Billaud-Simon,4.0,170,24.27,2016,White
486,Sancerre Blanc 2019,France,Sancerre,Bernard Reverdy & Fils,3.8,172,17.45,2019,White
487,Mâcon-La Roche-Vineuse 2015,France,Mâcon-La Roche-Vineuse,Château de la Greffière,3.7,173,9.6,2015,White
