,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Types
539,Haut-Médoc 2012,France,Haut-Médoc,Château Beyzac,3.5,189,12.49,2012,Red
540,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,France,Saint-Émilion Grand Cru,Château Troplong Mondot,4.3,189,103.42,2013,Red
541,Margaux 2016,France,Margaux,Château Siran,3.8,189,38.94,2016,Red
542,Saumur 2016,France,Saumur,Langlois-Chateau,3.7,189,12.14,2016,Red
543,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château l'Arrosee,4.4,189,79.95,2005,Red
544,Ventoux 2018,France,Ventoux,Famille Perrin,3.6,189,5.71,2018,Red
545,Pauillac (Grand Cru Classé) 2013,France,Pauillac,Château Duhart-Milon,4.1,189,89.9,2013,Red
546,Margaux (Grand Cru Classé) 2011,France,Margaux,Château Giscours,4.2,1896,58.0,2011,Red
547,Hermitage 2014,France,Hermitage,E. Guigal,4.1,190,55.37,2014,Red
548,Pomerol 2008,France,Pomerol,Château Bourgneuf (Vieux Château Bourgneuf),3.9,190,43.9,2008,Red
549,Vigne de l'Enfant Jésus Beaune 1er Cru 'Les Grèves' 2016,France,Beaune 1er Cru 'Les Grèves',Bouchard Père & Fils,4.4,190,96.9,2016,Red
550,Margaux (Grand Cru Classé) 2015,France,Margaux,Château Marquis d'Alesme,4.0,190,56.95,2015,Red
551,Saint-Estèphe (Grand Cru Classé) 2016,France,Saint-Estèphe,Château Lafon-Rochet,3.9,190,61.22,2016,Red
552,Arcane XV Le Diable 2015,France,Vin de France,Xavier Vignon,4.0,1900,17.95,2015,Red
553,Hommage à Jacques Perrin Châteauneuf-du-Pape 2014,France,Châteauneuf-du-Pape,Château de Beaucastel,4.5,191,320.71,2014,Red
554,Saint-Julien (Grand Cru Classé) 2016,France,Saint-Julien,Château Gruaud Larose,4.2,191,118.99,2016,Red
555,Terroir du Trias Bandol Rouge 2011,France,Bandol,Domaine de Terrebrune,4.0,191,48.9,2011,Red
556,Margaux (Grand Cru Classé) 2014,France,Margaux,Château Desmirail,3.9,192,46.7,2014,Red
557,Chevalier de Lascombes Margaux 2016,France,Margaux,Château Lascombes,3.7,192,49.44,2016,Red
558,Pessac-Léognan 2016,France,Pessac-Léognan,Château Carbonnieux,3.9,192,63.66,2016,Red
559,Château Corton Grancey Grand Cru 2010,France,Corton Grand Cru,Louis Latour,4.3,192,91.2,2010,Red
560,Terroir Languedoc (Syrah - Grenache) 2017,France,Languedoc,Gérard Bertrand,4.0,1921,10.42,2017,Red
561,Saint-Estèphe (Grand Cru Classé) 2015,France,Saint-Estèphe,Château Montrose,4.3,193,167.95,2015,Red
562,Châteauneuf-du-Pape Vieilles Vignes 2016,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.2,193,84.0,2016,Red
563,Pauillac (Grand Cru Classé) 2015,France,Pauillac,Château Duhart-Milon,4.1,193,117.76,2015,Red
564,Margaux (Grand Cru Classé) 2016,France,Margaux,Château d'Issan,4.2,193,107.79,2016,Red
565,Le Manpôt Rouge 2017,France,Côtes de Thongue,Bassac,3.9,193,9.55,2017,Red
566,Gevrey-Chambertin 2012,France,Gevrey-Chambertin,Domaine Thierry Mortet,3.9,194,34.89,2012,Red
567,Saint-Émilion Grand Cru (Grand Cru Classé) 2009,France,Saint-Émilion Grand Cru,Château Bellevue,4.2,194,82.6,2009,Red
568,Syrah 2018,France,Ardèche,Delas,3.8,194,6.73,2018,Red
569,Côte de Beaune Villages 2015,France,Côte de Beaune Villages,Louis Jadot,3.7,195,22.3,2015,Red
570,Prestige Rouge 2018,France,Côtes de Provence,Minuty,4.1,195,18.84,2018,Red
571,Bourgogne Pinot Noir 2016,France,Bourgogne,Domaine Henri Boillot,3.9,195,27.9,2016,Red
572,Echo de Lynch-Bages Pauillac 2016,France,Pauillac,Château Lynch-Bages,4.1,195,72.4,2016,Red
573,Pomerol 2015,France,Pomerol,Château Hermitage Mazeyres,3.8,196,25.75,2015,Red
574,Pomerol 2011,France,Pomerol,Château Petit-Village,3.9,197,72.62,2011,Red
575,Corbières 2015,France,Corbières,Château d’Aussières,3.8,197,25.24,2015,Red
576,Organic Minervois 2018,France,Minervois,Château Maris,3.7,197,9.55,2018,Red
577,Terroir du Trias Bandol Rouge 2010,France,Bandol,Domaine de Terrebrune,3.9,198,55.9,2010,Red
578,Chinon Rouge 2017,France,Chinon,Bernard Baudry,3.7,198,14.14,2017,Red
579,Les Challeys Saint-Joseph 2017,France,Saint-Joseph,Delas,3.8,198,19.39,2017,Red
580,Les Terroirs Saint-Chinian 2015,France,Saint-Chinian,Calmel & Joseph,3.7,199,7.75,2015,Red
581,Haut-Médoc (Grand Cru Classé) 2016,France,Haut-Médoc,Château Belgrave,3.9,199,37.04,2016,Red
582,Bourgogne Pinot Noir 2017,France,Bourgogne,Domaine Chanzy,3.6,199,13.55,2017,Red
583,Côte de Nuits Villages Le Vaucrain 2014,France,Côte de Nuits Villages,Louis Jadot,3.7,200,33.45,2014,Red
584,Pauillac (Grand Cru Classé) 2016,France,Pauillac,Château Duhart-Milon,4.2,200,91.25,2016,Red
585,Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Clos Saint Emilion Philippe,4.1,200,22.35,2015,Red
586,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Jean Faure,4.1,200,54.81,2015,Red
587,JT Rouge Costières de Nîmes 2010,France,Costières-de-Nîmes,Château de Nages,3.6,200,46.79,2010,Red
588,Haut-Médoc (Grand Cru Classé) 2011,France,Haut-Médoc,Château Cantemerle,3.8,2009,37.03,2011,Red
589,Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Brun,4.1,201,17.9,2015,Red
590,Pomerol 2014,France,Pomerol,Château Plince,3.8,201,46.79,2014,Red
591,Saint-Estèphe 2005,France,Saint-Estèphe,Château Le Boscq,3.8,201,36.95,2005,Red
592,Bonne Pioche Pic-Saint-Loup 2013,France,Pic-Saint-Loup,Clavel,3.7,201,12.5,2013,Red
593,Saint-Émilion Grand Cru 2005,France,Saint-Émilion Grand Cru,Château Rol Valentin,4.2,201,76.95,2005,Red
594,La Réserve Malbec 2015,France,Vin de France,Lionel Osmin & Cie,3.4,202,6.77,2015,Red
595,Médoc 2013,France,Médoc,Château Saint-Aubin,3.4,202,14.75,2013,Red
596,Lalande-de-Pomerol 2016,France,Lalande-de-Pomerol,Château La Fleur de Boüard,4.1,202,34.95,2016,Red
597,Le Calcifére Malbec de Cahors 2014,France,Cahors,Crocus,4.2,203,25.25,2014,Red
598,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château Canon-La-Gaffelière,4.2,203,109.95,2016,Red
599,Bandol Rouge 2009,France,Bandol,Gros' Noré,4.1,203,55.9,2009,Red
600,Hermitage La Chapelle Rouge 1988,France,Hermitage,Paul Jaboulet Aîné,4.3,203,209.6,1988,Red
601,Les Grandes Terrasses Cornas 2013,France,Cornas,Paul Jaboulet Aîné,3.9,203,39.9,2013,Red
602,Fronsac 2008,France,Fronsac,Château Moulin Haut-Laroque,3.8,203,19.45,2008,Red
603,Margaux (Grand Cru Classé) 2016,France,Margaux,Château Rauzan-Ségla,4.2,203,140.6,2016,Red
604,Pomerol 2012,France,Pomerol,Pétrus,4.7,204,3410.79,2012,Red
605,Le Champ du Coq 2017,France,Côtes de Thongue,La Croix Belle,3.9,204,7.95,2017,Red
606,Pomerol 2006,France,Pomerol,Château Gombaude-Guillot,4.1,204,63.44,2006,Red
607,Fronsac 2005,France,Fronsac,Château Haut-Carles,3.9,205,36.95,2005,Red
608,Hermitage La Petite Chapelle 2014,France,Hermitage,Paul Jaboulet Aîné,4.2,206,62.08,2014,Red
609,Haut-Médoc 2012,France,Haut-Médoc,Château Miqueu,3.5,206,11.99,2012,Red
610,Saint-Estèphe 2016,France,Saint-Estèphe,Château Meyney,4.0,206,38.9,2016,Red
611,Pauillac (Grand Cru Classé) 2005,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.4,2064,169.95,2005,Red
612,Pauillac (Premier Grand Cru Classé) 1989,France,Pauillac,Château Mouton Rothschild,4.6,2069,1168.77,1989,Red
613,Côte de Beaune-Villages 2014,France,Côte de Beaune Villages,Joseph Drouhin,3.8,207,22.38,2014,Red
614,Hermitage 2016,France,Hermitage,E. Guigal,4.3,207,48.9,2016,Red
615,Baron de Brane Margaux 2015,France,Margaux,Château Brane-Cantenac,4.0,207,36.11,2015,Red
616,Les Fontanilles Minervois 2016,France,Minervois,Domaine Anne Gros & Jean-Paul Tollot,3.8,208,20.95,2016,Red
617,Pomerol 2014,France,Pomerol,Château Lafleur-Gazin,4.0,208,35.09,2014,Red
618,Saint-Émilion Grand Cru 2017,France,Saint-Émilion Grand Cru,Château Bellevue Figeac,4.0,208,14.8,2017,Red
619,Médoc 2015,France,Médoc,Château La Cardonne,3.9,208,21.5,2015,Red
620,Pomerol 1999,France,Pomerol,Clos l'Eglise,4.3,208,109.95,1999,Red
621,Blaye - Côtes de Bordeaux 2016,France,Blaye - Côtes de Bordeaux,Château Cap Saint-Martin,3.7,209,8.5,2016,Red
622,Cuvée Spéciale Tibouren Rouge (Tradition) 2018,France,Côtes de Provence,Clos Cibonne,4.0,209,17.9,2018,Red
623,Saint-Julien (Grand Cru Classé) 2011,France,Saint-Julien,Château Talbot,4.2,2094,83.9,2011,Red
624,Domaine des Tourettes Hermitage Rouge 2014,France,Hermitage,Delas,4.2,210,60.92,2014,Red
625,Cèdre Héritage Malbec 2015,France,Cahors,Château du Cèdre,3.7,210,8.5,2015,Red
626,Pomerol 2011,France,Pomerol,Château Latour à Pomerol,4.2,210,90.54,2011,Red
627,Merlot Les Grands Arbres 2018,France,Vin de France,Badet Clement,3.3,210,6.73,2018,Red
628,Saint-Émilion Grand Cru 2010,France,Saint-Émilion Grand Cru,Château Rol Valentin,4.0,210,54.95,2010,Red
629,Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Domaine des Sénéchaux,4.2,210,44.79,2016,Red
630,Caractère 2015,France,Bordeaux,Château de la Grave,3.7,211,9.99,2015,Red
631,Merlot 2018,France,Pays d'Oc,Paul Mas,3.7,211,5.5,2018,Red
632,Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Puy-Blanquet,3.6,211,21.95,2015,Red
633,Bordeaux Rouge 2016,France,Bordeaux,Château Nicot,3.4,211,7.5,2016,Red
634,Pomerol 2015,France,Pomerol,Château Nénin,4.2,212,68.81,2015,Red
635,Authentique Côtes du Roussillon Rouge 2013,France,Côtes du Roussillon,Domaine Lafage,3.8,212,7.75,2013,Red
636,Saint-Émilion Grand Cru (Grand Cru Classé) 2006,France,Saint-Émilion Grand Cru,Château Barde-Haut,3.9,212,27.3,2006,Red
637,Bordeaux Supérieur 2017,France,Bordeaux Supérieur,Château du Lort,3.6,212,10.93,2017,Red
638,Côtes de Bourg 2015,France,Côtes de Bourg,Roc de Cambes,4.2,213,68.95,2015,Red
639,Castillon - Côtes de Bordeaux 2016,France,Castillon - Côtes de Bordeaux,Château Cap de Faugères,3.7,213,15.95,2016,Red
640,Baron de Brane Margaux 2014,France,Margaux,Château Brane-Cantenac,3.9,214,28.65,2014,Red
641,Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château des Bardes,4.1,214,21.57,2015,Red
642,Les Grézeaux Chinon 2017,France,Chinon,Bernard Baudry,3.8,214,17.06,2017,Red
643,Margaux (Grand Cru Classé) 2012,France,Margaux,Château Giscours,4.2,2148,57.51,2012,Red
644,Pommard 2015,France,Pommard,Louis Jadot,4.1,216,58.19,2015,Red
645,Lussac-Saint-Émilion 2015,France,Lussac-Saint-Émilion,Chateau de Lussac,3.6,216,27.29,2015,Red
646,Pomerol 2016,France,Pomerol,Château Clinet,4.2,216,138.6,2016,Red
647,Saint Cosme Crozes-Hermitage 2016,France,Crozes-Hermitage,Château de Saint Cosme,3.8,216,22.0,2016,Red
648,Châteauneuf-du-Pape Les Sinards Rouge 2017,France,Châteauneuf-du-Pape,Famille Perrin,4.2,2161,30.74,2017,Red
649,Les Vieilles Vignes Cornas 2014,France,Cornas,Alain Voge,4.1,217,58.0,2014,Red
650,Margaux (Grand Cru Classé) 2014,France,Margaux,Château Palmer,4.4,218,287.56,2014,Red
651,Moulis-en-Médoc 2016,France,Moulis-en-Médoc,Château Anthonic,3.9,218,21.0,2016,Red
652,Merlot 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.4,218,8.78,2018,Red
653,Pessac-Léognan (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,Château Latour-Martillac,4.0,218,63.77,2016,Red
654,Seigneur de Maugiron Côte-Rôtie 2011,France,Côte-Rôtie,Delas,4.2,218,67.02,2011,Red
655,Pomerol 2013,France,Pomerol,Château Plince,3.9,218,38.02,2013,Red
656,Margaux (Grand Cru Classé) 2010,France,Margaux,Château Giscours,4.3,2182,82.37,2010,Red
657,Grande Sélection Merlot Bordeaux Supérieur 2015,France,Bordeaux Supérieur,Château Penin,3.9,219,11.5,2015,Red
658,La 50/50 2016,France,Vin de France,Domaine Anne Gros & Jean-Paul Tollot,3.7,219,14.65,2016,Red
659,Languedoc 2017,France,Languedoc,Hecht & Bannier,3.6,219,9.62,2017,Red
660,Listrac-Médoc 2016,France,Listrac-Médoc,Château Fonréaud,3.9,221,18.47,2016,Red
661,Haut-Médoc 2016,France,Haut-Médoc,Château Sociando-Mallet,4.0,221,45.5,2016,Red
662,Pauillac (Grand Cru Classé) 2016,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.5,221,219.33,2016,Red
663,Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Château Pontet-Fumet,3.8,221,19.4,2011,Red
664,Bandol 2013,France,Bandol,Château Pradeaux,3.8,222,28.95,2013,Red
665,Syrah d'Ogier 2017,France,Collines Rhodaniennes,Michel & Stéphane Ogier,3.9,222,11.9,2017,Red
666,Margaux (Grand Cru Classé) 2016,France,Margaux,Château Dauzac,4.1,222,68.14,2016,Red
667,Le Haut-Médoc de Lagrange 2015,France,Haut-Médoc,Château Lagrange,3.3,223,17.95,2015,Red
668,Pessac-Léognan (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Château Bouscaut,4.1,223,49.95,2005,Red
669,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Grand-Pontet,4.2,223,64.95,2005,Red
670,Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Pindefleurs,3.8,224,25.9,2015,Red
671,Connétable Talbot Saint-Julien 2005,France,Saint-Julien,Château Talbot,4.1,224,116.95,2005,Red
672,Gigondas 2015,France,Gigondas,Xavier Vignon,3.8,224,19.95,2015,Red
673,Pagodes de Cos 2016,France,Saint-Estèphe,Cos d'Estournel,4.2,224,43.77,2016,Red
674,Bordeaux Rouge 2017,France,Bordeaux,Mouton Cadet,3.5,2243,10.5,2017,Red
675,Pauillac (Grand Cru Classé) 2000,France,Pauillac,Château Lynch-Bages,4.5,2248,385.0,2000,Red
676,Simon Pic Saint Loup 2011,France,Pic-Saint-Loup,Clos Marie,3.9,225,23.88,2011,Red
677,Pessac-Léognan 2005,France,Pessac-Léognan,Château les Carmes Haut-Brion,4.2,225,129.95,2005,Red
678,Haut-Médoc 2015,France,Haut-Médoc,Château Clement-Pichon,3.7,225,22.32,2015,Red
679,Grand Vin Minervois La Livinière 2015,France,Minervois La Livinière,L'Ostal Cazes,3.9,227,18.5,2015,Red
680,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Grand Corbin,3.9,228,54.95,2005,Red
681,Saint-Émilion Grand Cru (Grand Cru Classé) 2011,France,Saint-Émilion Grand Cru,Château Destieux,4.3,228,68.92,2011,Red
682,Minervois (Syrah - Carignan) 2017,France,Minervois,Gérard Bertrand,3.8,228,9.99,2017,Red
683,Margaux 2005,France,Margaux,Château Monbrison,4.1,228,47.95,2005,Red
684,Saint-Estèphe 2016,France,Saint-Estèphe,Château Ormes de Pez,3.8,229,39.0,2016,Red
685,Domaine de Bila-Haut Occultum Lapidem 2017,France,Côtes du Roussillon Villages 'Latour de France',M. Chapoutier,3.9,229,17.5,2017,Red
686,Saga Bordeaux Rouge 2014,France,Bordeaux,Barons de Rothschild (Lafite),3.4,231,11.95,2014,Red
687,Saint-Émilion Grand Cru (Grand Cru Classé) 2008,France,Saint-Émilion Grand Cru,Château Grand Mayne,4.1,231,49.95,2008,Red
688,Margaux 2011,France,Margaux,Château Monbrison,3.8,231,34.07,2011,Red
689,Pauillac (Grand Cru Classé) 2016,France,Pauillac,Château Clerc Milon,4.0,232,96.85,2016,Red
690,Nostre Païs Rouge 2015,France,Costières-de-Nîmes,Michel Gassier,3.7,232,30.0,2015,Red
691,Santenay 2016,France,Santenay,Joseph Drouhin,4.0,232,23.29,2016,Red
692,Gigondas 2017,France,Gigondas,Château de Saint Cosme,3.9,232,33.0,2017,Red
693,Pauillac (Grand Cru Classé) 2016,France,Pauillac,Château Pontet-Canet,4.5,233,166.45,2016,Red
694,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château Cheval Blanc,4.6,233,1190.0,2010,Red
695,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Clos de l'Oratoire,4.1,234,49.5,2015,Red
696,Cahors 2014,France,Cahors,Château de Chambert,3.7,234,15.5,2014,Red
697,Cornas Les Arènes 2016,France,Cornas,M. Chapoutier,4.0,235,45.29,2016,Red
698,Pessac-Léognan 2016,France,Pessac-Léognan,Château Ferran,3.9,236,19.95,2016,Red
699,Saint-Émilion Grand Cru (Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château Chauvin,3.8,236,44.95,2010,Red
700,Lalande-de-Pomerol 2015,France,Lalande-de-Pomerol,Château Les Vieux Ormes,3.8,236,23.34,2015,Red
701,Moulis-en-Médoc 2014,France,Médoc,Château Mauvesin Barton,3.8,236,23.23,2014,Red
702,Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Rozier,3.9,236,16.36,2016,Red
703,Fleur de Clinet Pomerol 2013,France,Pomerol,Château Clinet,3.8,237,32.07,2013,Red
704,Légende (R) Bordeaux Rouge 2017,France,Bordeaux,Barons de Rothschild (Lafite),3.8,237,9.9,2017,Red
705,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château La Tour Figeac,4.3,237,96.95,2005,Red
706,Le Cèdre 2014,France,Cahors,Château du Cèdre,4.0,239,36.0,2014,Red
707,Bordeaux 2016,France,Bordeaux,Sirius,3.3,240,8.9,2016,Red
708,Les Hauts du Tertre Margaux 2014,France,Margaux,Château du Tertre,3.8,240,26.9,2014,Red
709,Châteauneuf-du-Pape Vieilles Vignes 2010,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.4,240,189.0,2010,Red
710,Bordeaux 2017,France,Bordeaux,Château Malbec,3.8,241,10.75,2017,Red
711,Les Christins Vacqueyras 2015,France,Vacqueyras,Famille Perrin,3.8,241,17.0,2015,Red
712,Malbec 2018,France,Vin de France,HornHead,3.8,241,8.19,2018,Red
713,Pauillac (Grand Cru Classé) 2016,France,Pauillac,Château Lynch-Moussas,4.2,242,44.95,2016,Red
714,Les Christins Vacqueyras 2017,France,Vacqueyras,Famille Perrin,3.9,242,15.9,2017,Red
715,Haut-Médoc 2015,France,Haut-Médoc,Château du Moulin Rouge,3.7,242,16.73,2015,Red
716,Saint-Julien (Grand Cru Classé) 2013,France,Saint-Julien,Château Ducru-Beaucaillou,4.2,242,101.5,2013,Red
717,Syrah L'Appel des Sereines 2017,France,Vin de France,Francois Villard,3.8,242,11.9,2017,Red
718,Châteauneuf-du-Pape Cuvée Anonyme Rouge 2016,France,Châteauneuf-du-Pape,Xavier Vignon,4.0,243,39.95,2016,Red
719,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,France,Saint-Émilion Grand Cru,Château Canon-La-Gaffelière,4.2,244,70.19,2013,Red
720,Pomerol 2005,France,Pomerol,Château Petit-Village,4.2,245,94.95,2005,Red
721,Côtes-du-Rhône Réserve Rouge 2017,France,Côtes-du-Rhône,Famille Perrin,3.7,2455,8.9,2017,Red
722,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Chauvin,4.0,246,49.95,2005,Red
723,Saintes Pierres de Nalys Châteauneuf-du-Pape Rouge 2016,France,Châteauneuf-du-Pape,Château de Nalys,4.1,246,34.02,2016,Red
724,Haut-Médoc 2011,France,Haut-Médoc,Château Saint-Ahon,3.9,246,16.47,2011,Red
725,Hermitage Monier de la Sizeranne 2014,France,Hermitage,M. Chapoutier,4.1,247,83.16,2014,Red
726,Bourgogne Pinot Noir (La Vignée) 2018,France,Bourgogne,Bouchard Père & Fils,3.6,248,16.39,2018,Red
727,Pomerol 2015,France,Pomerol,Château La Cabanne,3.9,248,47.77,2015,Red
728,Haut-Médoc 2012,France,Haut-Médoc,Château Victoria,3.8,248,15.2,2012,Red
729,Saint-Émilion Grand Cru (Grand Cru Classé) 2000,France,Saint-Émilion Grand Cru,Clos de l'Oratoire,4.1,249,79.34,2000,Red
730,Haut-Médoc 2014,France,Haut-Médoc,Château Peyre-Lebade,4.0,249,22.09,2014,Red
731,Châteauneuf-du-Pape Chaupin 2015,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.2,249,55.0,2015,Red
732,Chinon 2017,France,Chinon,Paul Buisse,3.2,25,8.68,2017,Red
733,Côtes-du-Rhône RS Rouge 2018,France,Côtes-du-Rhône,LePlan-Vermeersch,3.7,25,7.65,2018,Red
734,Jamais Content Pic Saint-Loup 2016,France,Pic-Saint-Loup,Mortiès,4.2,25,25.9,2016,Red
735,Bordeaux Supérieur 2005,France,Bordeaux Supérieur,Château Le Pin Beausoleil,4.1,25,27.95,2005,Red
736,Camy Madiran 2014,France,Madiran,Domaine Laougue,3.5,25,12.57,2014,Red
737,Cuvée Bérengère Merlot - Cabernet 2018,France,Languedoc,Regismont,3.3,25,6.12,2018,Red
738,Pessac-Léognan (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,Château La Mission Haut-Brion,4.5,25,582.93,2016,Red
739,Château de Haute-Serre Cuvée Prestige Géron Dadine 2015,France,Cahors,Georges Vigouroux,3.8,25,46.79,2015,Red
740,Costa Caoude Terrasses du Larzac 2013,France,Terrasses du Larzac,Mas Haut-Buis,3.8,25,22.5,2013,Red
741,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,France,Saint-Émilion Grand Cru,Château Trotte Vieille,4.1,25,102.35,2017,Red
742,Mourvèdre 2018,France,Pays d'Oc,Les Jamelles,4.2,25,5.65,2018,Red
743,Rasteau Les Argiles Bleues 2017,France,Rasteau,Domaine de Beaurenard,3.9,25,26.9,2017,Red
744,Volnay 2017,France,Volnay,Domaine Poulleau Père & Fils,3.9,25,38.8,2017,Red
745,Gigondas 2015,France,Gigondas,Camille Cayran,4.1,25,19.75,2015,Red
746,Châteauneuf-du-Pape (Tradition) Rouge 2016,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.1,250,39.0,2016,Red
747,Les Lanes Corbières Rouge 2017,France,Corbières,Famille Lignères - Château La Baronne,3.7,250,10.75,2017,Red
748,Haut-Médoc 2015,France,Haut-Médoc,Château Lamothe-Cissac,3.7,251,15.9,2015,Red
749,Morgon Côte du Py - Javernières 2017,France,Morgon,Terres Dorées,3.7,252,19.9,2017,Red
750,Cabernet Sauvignon 2017,France,Vin de France,Maison de La Villette,4.0,252,7.68,2017,Red
751,Terroir du Trias Bandol Rouge 2012,France,Bandol,Domaine de Terrebrune,4.1,254,42.9,2012,Red
752,Saint-Émilion 2014,France,Saint-Émilion,Petit-Figeac,3.9,254,46.3,2014,Red
753,Moulin des Costes Bandol Rouge 2016,France,Bandol,Domaines Bunan,3.9,254,21.9,2016,Red
754,Pomerol 2009,France,Pomerol,Château Gombaude-Guillot,4.3,255,77.88,2009,Red
755,Saint-Julien (Grand Cru Classé) 2011,France,Saint-Julien,Château Léoville Las Cases,4.2,255,179.36,2011,Red
756,Clos du Marquis Saint-Julien 2011,France,Saint-Julien,Château Léoville Las Cases,3.9,255,58.44,2011,Red
757,Pauillac (Grand Cru Classé) 2016,France,Pauillac,Château Pedesclaux,4.1,256,58.39,2016,Red
758,Pinot Noir 2018,France,Vin de France,Maison de La Villette,3.7,256,6.39,2018,Red
759,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,France,Saint-Émilion Grand Cru,Château Troplong Mondot,4.2,257,96.5,2014,Red
760,Clos des Lambrays Grand Cru 2013,France,Clos de Lambrays Grand Cru,Domaine des Lambrays,4.3,257,209.0,2013,Red
761,Côtes-du-Rhône 2017,France,Côtes-du-Rhône,Vignerons de l'Enclave,3.4,258,8.11,2017,Red
762,Margaux 2014,France,Margaux,Château Le Coteau,4.0,258,22.9,2014,Red
763,Bordeaux Supérieur 2014,France,Bordeaux Supérieur,Château de Ricaud,3.4,259,17.06,2014,Red
764,Blaye - Côtes de Bordeaux 2014,France,Blaye - Côtes de Bordeaux,Château Peybonhomme,3.1,26,21.95,2014,Red
765,Gigondas Hominis Fides 2016,France,Gigondas,Château de Saint Cosme,4.1,26,86.0,2016,Red
766,Pommard 2016,France,Pommard,J.M. Boillot,4.3,26,47.66,2016,Red
767,Domaine des Tourettes Hermitage Rouge 2017,France,Hermitage,Delas,4.2,26,93.45,2017,Red
768,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Les Grandes Murailles,4.0,26,75.95,2005,Red
769,Cuvée Porte des Cardinaux Côtes-du-Rhône 2016,France,Côtes-du-Rhône,Rémy Ferbras,3.3,26,6.58,2016,Red
770,Vieilles Vignes Nuits-Saint-Georges 2017,France,Nuits-Saint-Georges,Philippe Gavignet,4.1,26,41.91,2017,Red
771,Bordeaux 2005,France,Bordeaux,Château Clos Chaumont,3.7,26,27.95,2005,Red
772,Les Malconsorts Vosne-Romanée Premier Cru 2016,France,Vosne-Romanée Premier Cru,Clos Frantin,4.2,26,125.0,2016,Red
773,Domaine de Peyrat Grande Réserve 2018,France,Pays d'Oc,Seigneurie de Peyrat,3.4,26,8.68,2018,Red
774,Bordeaux 2016,France,Bordeaux,Château le Sabley,3.0,26,6.97,2016,Red
775,La Clape (Grand Vin) Rouge 2017,France,La Clape,Château d'Anglès,3.8,26,16.95,2017,Red
776,Chambolle-Musigny 2016,France,Chambolle-Musigny,Domaine Arnoux-Lachaux,4.0,26,103.98,2016,Red
777,Pinot Noir Les Pierres Dorées 2018,France,Coteaux Bourguignons,Louis Latour,3.6,26,14.52,2018,Red
778,Intense Rouge 2018,France,Languedoc,Jean Claude Mas,4.1,26,5.84,2018,Red
779,Pauillac 2016,France,Pauillac,Château Haut-Bages Monpelou,3.9,26,25.25,2016,Red
780,Syrah 2018,France,Vin de France,Maison les Alexandrins,2.8,26,9.95,2018,Red
781,Morey-Saint-Denis 'En La Rue de Vergy' Rouge 2014,France,Morey-Saint-Denis,Domaine Bruno Clair,4.2,26,73.01,2014,Red
782,Côtes du Rhône Villages 'Séguret' 2016,France,Côtes-du-Rhône-Villages 'Seguret',Maison Plantevin,3.9,26,11.7,2016,Red
783,Côtes-du-Rhône Villages 2018,France,Côtes-du-Rhône-Villages,Château Maucoil,3.8,26,8.58,2018,Red
784,Gigondas Le Poste 2013,France,Gigondas,Château de Saint Cosme,4.3,26,72.0,2013,Red
