,Unnamed: 0,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Types
996,1008,Margaux 2016,France,Margaux,Château Labégorce,3.9,315,41.9,2016.0,Red
997,1009,Château Margaux (Premier Grand Cru Classé) 2013,France,Margaux,Château Margaux,4.5,315,409.42,2013.0,Red
998,1010,Cabernet Sauvignon 2018,France,Pays d'Oc,La Forge Estate,3.5,318,7.27,2018.0,Red
999,1011,Saint-Émilion Grand Cru 2006,France,Saint-Émilion Grand Cru,Château Monbousquet,4.2,318,59.46,2006.0,Red
1000,1012,Médoc 2012,France,Médoc,Château Lousteauneuf,3.8,318,18.9,2012.0,Red
1001,1013,Malepère Rouge 2016,France,Malepère,Château de la Soujeole,3.8,318,15.69,2016.0,Red
1002,1014,Grande Réserve Cadillac - Côtes de Bordeaux 2017,France,Cadillac - Côtes de Bordeaux,Château Sissan,3.7,319,9.9,2017.0,Red
1003,1015,Pomerol 2005,France,Pomerol,Château Clinet,4.6,319,189.95,2005.0,Red
1004,1016,Bordeaux Supérieur 2018,France,Bordeaux Supérieur,Château du Lort,3.7,32,10.75,2018.0,Red
1005,1017,Les Vaucrains Nuits Saint Georges 1er Cru 2013,France,Nuits-Saint-Georges,Domaine Robert Chevillon,4.4,32,107.45,2013.0,Red
1006,1018,Bordeaux 2019,France,Bordeaux,Château Roc de Levraut,3.7,32,6.5,2019.0,Red
1007,1019,Domaine de Saint Pierre Cornas 2016,France,Cornas,Paul Jaboulet Aîné,4.0,32,81.58,2016.0,Red
1008,1020,Lalande-de-Pomerol 2014,France,Lalande-de-Pomerol,La Sergue,4.0,32,27.29,2014.0,Red
1009,1021,Rouge 2017,France,Gard,Roc d'Anglade,4.0,32,38.89,2017.0,Red
1010,1022,L'Hospitalet de Gazin Pomerol 2017,France,Pomerol,Château Gazin,3.9,32,36.56,2017.0,Red
1011,1023,Grande Réserve 2017,France,Pays d'Oc,Devalbert,3.6,32,7.44,2017.0,Red
1012,1024,Sancerre Belle Dame 2016,France,Sancerre,Domaine Vacheron,4.2,32,49.9,2016.0,Red
1013,1025,Haut-Médoc 2014,France,Haut-Médoc,Château d'Aurilhac,3.7,32,12.9,2014.0,Red
1014,1026,Terroir du Trias Bandol Rouge 2004,France,Bandol,Domaine de Terrebrune,4.1,32,79.9,2004.0,Red
1015,1027,Pomerol 2015,France,Pomerol,Château l'Eglise-Clinet,4.6,32,333.5,2015.0,Red
1016,1028,Cuvée du Vatican Réserve de l’Abbé Côtes du Rhône 2018,France,Côtes-du-Rhône,Château Sixtine,3.8,320,10.2,2018.0,Red
1017,1029,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château La Couspaude,4.2,320,66.95,2005.0,Red
1018,1030,Gevrey Chambertin 2014,France,Gevrey-Chambertin,Louis Jadot,3.8,321,57.22,2014.0,Red
1019,1031,Margaux (Grand Cru Classé) 2016,France,Margaux,Château Prieuré-Lichine,4.1,321,49.95,2016.0,Red
1020,1032,Pomerol 2005,France,Pomerol,Château Beauregard,4.3,322,69.95,2005.0,Red
1021,1033,Châteauneuf-du-Pape 2017,France,Châteauneuf-du-Pape,Château de Beaucastel,4.3,324,73.11,2017.0,Red
1022,1034,Crozes-Hermitage Rouge 2017,France,Crozes-Hermitage,Maison les Alexandrins,3.8,326,17.95,2017.0,Red
1023,1035,Bandol Rouge 2011,France,Bandol,Gros' Noré,4.1,326,49.9,2011.0,Red
1024,1036,Médoc 2010,France,Médoc,Château d'Escurac,3.8,326,18.42,2010.0,Red
1025,1037,Bordeaux Rouge 2015,France,Bordeaux,Château d'Haurets,3.7,326,8.25,2015.0,Red
1026,1038,Pessac-Léognan (Premier Grand Cru Classé) 2010,France,Pessac-Léognan,Château Haut-Brion,4.6,327,1197.9,2010.0,Red
1027,1039,Pessac-Léognan 2014,France,Pessac-Léognan,Château Haut-Bailly,4.1,327,82.37,2014.0,Red
1028,1040,Baron de Charette Monopole Bourgogne Pinot Noir 2017,France,Bourgogne,Château de Dracy,3.7,328,15.5,2017.0,Red
1029,1041,Saint-Julien (Grand Cru Classé) 2000,France,Saint-Julien,Château Langoa Barton,4.2,329,94.95,2000.0,Red
1030,1042,Margaux 2009,France,Margaux,Château Siran,3.9,329,22.37,2009.0,Red
1031,1043,Haut-Médoc 2015,France,Haut-Médoc,Château Fontesteau,3.9,329,16.9,2015.0,Red
1032,1044,Ventoux 2017,France,Ventoux,Famille Perrin,3.5,329,7.45,2017.0,Red
1033,1045,Cos d'Estournel 2017,France,Saint-Estèphe,Cos d'Estournel,4.2,33,193.99,2017.0,Red
1034,1046,Annonce Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Belair-Monange,3.9,33,60.44,2016.0,Red
1035,1047,Le Retour Rouge 2015,France,Ventoux,Domaine Le Mur-Mur-Ium,3.7,33,8.57,2015.0,Red
1036,1048,Châteauneuf-du-Pape 2001,France,Châteauneuf-du-Pape,Tardieu-Laurent,4.2,33,66.95,2001.0,Red
1037,1049,La Séductrice 2018,France,Malepère,La Louvière,3.7,33,14.89,2018.0,Red
1038,1050,Vougeot 1er Cru 'Les Petits Vougeots' 2013,France,Vougeot 1er Cru 'Les Petits Vougeots',Hudelot-Noëllat,4.1,33,77.5,2013.0,Red
1039,1051,Côte-Rôtie 2005,France,Côte-Rôtie,Tardieu-Laurent,4.4,33,89.95,2005.0,Red
1040,1052,Les Beaux Monts Vosne-Romanée 1er Cru 2013,France,Vosne-Romanée 1er Cru 'Les Beaux Monts',Michel Noëllat,4.2,33,92.12,2013.0,Red
1041,1053,Les Grézeaux Chinon 2018,France,Chinon,Bernard Baudry,3.7,33,17.06,2018.0,Red
1042,1054,Pomerol by Clinet 2016,France,Pomerol,Château Clinet,3.6,33,43.83,2016.0,Red
1043,1055,Le Lac-aux-Cochons Cahors 2015,France,Cahors,Château Combel La Serre,3.7,33,28.47,2015.0,Red
1044,1056,Château Marojallia Margaux 2015,France,Margaux,Domaines Philippe Porcheron,3.9,33,59.95,2015.0,Red
1045,1057,Quetton Saint-Georges 2014,France,Saint-Georges d’Orques,Château de l'Engarran,4.3,33,21.5,2014.0,Red
1046,1058,Sotanum 2007,France,Collines Rhodaniennes,Les Vins de Vienne - Cuilleron-Gaillard-Villard,4.3,33,38.01,2007.0,Red
1047,1059,Les Bousselots Nuits-Saint-Georges 1er Cru 2013,France,Nuits-Saint-Georges Premier Cru,Domaine Robert Chevillon,4.3,33,86.62,2013.0,Red
1048,1060,Pomerol 2016,France,Pomerol,Clos Plince,3.9,33,54.73,2016.0,Red
1049,1061,Mazis-Chambertin Grand Cru 2008,France,Mazis-Chambertin Grand Cru,Domaine Tortochot,4.5,33,185.95,2008.0,Red
1050,1062,Pomerol 2008,France,Pomerol,Château La Conseillante,4.2,330,144.95,2008.0,Red
1051,1063,Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Lassègue,4.1,330,49.95,2015.0,Red
1052,1064,Clos du Marquis Saint-Julien 2015,France,Saint-Julien,Château Léoville Las Cases,4.3,330,67.75,2015.0,Red
1053,1065,Saint-Émilion Grand Cru 2014,France,Saint-Émilion Grand Cru,Château Barrail du Blanc,3.9,330,18.9,2014.0,Red
1054,1066,Côtes du Rhône Le Caillou 2018,France,Côtes-du-Rhône,Clos du Caillou,3.8,331,10.9,2018.0,Red
1055,1067,Légende (R) Pauillac 2015,France,Pauillac,Barons de Rothschild (Lafite),4.0,331,34.64,2015.0,Red
1056,1068,Castillon - Côtes de Bordeaux 2016,France,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,4.0,331,28.95,2016.0,Red
1057,1069,Eléonore Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château Lajarre,3.7,331,9.5,2016.0,Red
1058,1070,Pauillac (Grand Cru Classé) 2015,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.4,331,170.59,2015.0,Red
1059,1071,Côtes du Rhône Le Bouquet Des Garrigues 2016,France,Côtes-du-Rhône,Clos du Caillou,3.9,332,15.9,2016.0,Red
1060,1072,Pomerol 2015,France,Pomerol,Château Mazeyres,4.0,332,35.0,2015.0,Red
1061,1073,Saint-Estèphe 2015,France,Saint-Estèphe,Château Meyney,3.9,332,43.87,2015.0,Red
1062,1074,Vaucluse 2015,France,Vaucluse,Le Pigeoulet des Brunier,3.8,332,13.57,2015.0,Red
1063,1075,La Demoiselle de Sociando-Mallet Haut-Médoc 2014,France,Haut-Médoc,Château Sociando-Mallet,3.9,333,19.5,2014.0,Red
1064,1076,Châteauneuf-du-Pape Vieilles Vignes 2015,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.3,334,79.0,2015.0,Red
1065,1077,Vinsobres Les Cornuds 2017,France,Vinsobres,Famille Perrin,3.9,334,11.9,2017.0,Red
1066,1078,Margaux (Grand Cru Classé) 2014,France,Margaux,Château Ferrière,3.8,334,38.94,2014.0,Red
1067,1079,Pessac-Léognan (Premier Grand Cru Classé) 2014,France,Pessac-Léognan,Château Haut-Brion,4.5,334,498.95,2014.0,Red
1068,1080,Pessac-Léognan 2016,France,Pessac-Léognan,Château La Louvière,3.9,334,51.23,2016.0,Red
1069,1081,Côtes de Bordeaux 2015,France,Côtes de Bordeaux,Château Suau,3.7,336,13.93,2015.0,Red
1070,1082,Pécharmant 2016,France,Pécharmant,Château de Tiregand,3.8,337,17.5,2016.0,Red
1071,1083,Haut-Médoc 2011,France,Haut-Médoc,Château Charmail,3.7,337,21.45,2011.0,Red
1072,1085,Pavillon de Léoville Poyferré Saint-Julien 2015,France,Saint-Julien,Château Léoville Poyferré,4.1,339,46.75,2015.0,Red
1073,1086,Margaux 2015,France,Margaux,Château Marsac Séguineau,4.1,339,25.15,2015.0,Red
1074,1087,Bordeaux 2016,France,Bordeaux,Château Paret,3.6,34,6.51,2016.0,Red
1075,1088,Bordeaux Supérieur 2018,France,Bordeaux Supérieur,Château Landonnet,3.8,34,7.7,2018.0,Red
1076,1089,La Clape 2015,France,La Clape,S. Delafont,3.9,34,16.95,2015.0,Red
1077,1090,La Napoleon Beaujolais Villages 2018,France,Beaujolais-Villages,Clotaire Michal,3.7,34,16.09,2018.0,Red
1078,1091,Beaune 1er Cru 'Champs Pimont' 2017,France,Beaune 1er Cru 'Champs Pimont',Clos de la Chapelle,4.0,34,57.51,2017.0,Red
1079,1092,Gigondas 2016,France,Gigondas,François Arnaud,3.8,34,18.21,2016.0,Red
1080,1093,Stécia Rouge 2018,France,Terrasses du Larzac,Domaine des Crès Ricards,3.8,34,9.74,2018.0,Red
1081,1094,Nuits-Saint-Georges 1er Cru Aux Vignerondes 2012,France,Nuits-Saint-Georges,Faiveley,3.9,34,63.9,2012.0,Red
1082,1095,Syrah - Viognier Sud de France 2016,France,Pays d'Oc,Arrogant Frog,3.9,34,7.75,2016.0,Red
1083,1096,Rouquet’s Syrah 2017,France,Pays d'Oc,Le Cellier du Pic,3.8,34,7.77,2017.0,Red
1084,1097,Terroir d'Altitude Malbec 2018,France,Languedoc-Roussillon,Fortant,4.0,34,8.71,2018.0,Red
1085,1098,Graves 2014,France,Graves,Château Lamouroux,3.6,34,16.55,2014.0,Red
1086,1099,Cuvée Compostelle Castillon - Côtes de Bordeaux 2005,France,Castillon - Côtes de Bordeaux,Château Côte Montpezat,4.0,34,18.95,2005.0,Red
1087,1100,Cabernet - Syrah 2018,France,Pays d'Oc,Les Belles Lavandières,4.0,34,6.39,2018.0,Red
1088,1101,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château Chauvin,3.8,34,47.95,2016.0,Red
1089,1102,Savoir Vieillir Minervois 2018,France,Minervois,Château Maris,3.6,34,22.42,2018.0,Red
1090,1103,Bourgogne Hautes-Côtes de Nuits 'La Montagne' 2017,France,Bourgogne Hautes-Côtes de Nuits,Domaine Truchetet,4.0,34,23.9,2017.0,Red
1091,1104,Merlot 2018,France,Pays d'Oc,La Forge Estate,3.7,34,7.27,2018.0,Red
1092,1105,Bandol Rouge 2017,France,Bandol,Domaine de la Tour du Bon,3.7,34,20.67,2017.0,Red
1093,1106,Gevrey-Chambertin 2016,France,Gevrey-Chambertin,Bouchard Père & Fils,4.1,340,44.57,2016.0,Red
1094,1107,Vignes de Nicole Cabernet Sauvignon - Syrah Pays d'Oc 2017,France,Pays d'Oc,Paul Mas,3.7,341,7.06,2017.0,Red
1095,1108,Pauillac de Latour 2014,France,Pauillac,Château Latour,4.1,342,101.63,2014.0,Red
1096,1109,Peyre Blanche Cairanne 2017,France,Cairanne,Famille Perrin,3.8,342,13.5,2017.0,Red
1097,1110,Les Forts de Latour Pauillac 2011,France,Pauillac,Château Latour,4.3,342,229.0,2011.0,Red
1098,1111,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,France,Saint-Émilion Grand Cru,Château Figeac,4.3,343,193.01,2014.0,Red
1099,1112,Margaux (Grand Cru Classé) 2014,France,Margaux,Château Rauzan-Ségla,4.1,343,130.97,2014.0,Red
1100,1114,Fronsac 2010,France,Fronsac,Château Villars,3.7,345,21.55,2010.0,Red
1101,1115,Gouleyant Malbec 2018,France,Cahors,Georges Vigouroux,3.7,345,8.32,2018.0,Red
1102,1116,Côtes du Rhône Villages Rouge 2017,France,Côtes-du-Rhône-Villages,Famille Perrin,3.7,346,10.25,2017.0,Red
1103,1117,Pauillac (Premier Grand Cru Classé) 1992,France,Pauillac,Château Lafite Rothschild,4.5,346,1266.25,1992.0,Red
1104,1118,Médoc 2014,France,Médoc,Château Leboscq,3.6,346,14.38,2014.0,Red
1105,1119,Vin de Pays Terre de Bussière Principauté d'Orange 2016,France,Vin de Pays,Domaine de la Janasse,3.9,347,9.9,2016.0,Red
1106,1120,La Cuvée Mythique 2017,France,Languedoc-Roussillon,Val d'Orbieu,3.5,347,9.83,2017.0,Red
1107,1121,Les Vignes de Bila-Haut Côtes du Roussillon Villages 2018,France,Côtes du Roussillon Villages,M. Chapoutier,3.7,347,8.5,2018.0,Red
1108,1122,Saint-Julien (Grand Cru Classé) 2016,France,Saint-Julien,Château Léoville Barton,4.3,347,116.49,2016.0,Red
1109,1123,Bordeaux Supérieur 2015,France,Bordeaux Supérieur,Château de la Cour d'Argent,3.5,348,12.95,2015.0,Red
1110,1124,Pessac-Léognan (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,Domaine de Chevalier,4.2,349,99.95,2016.0,Red
1111,1125,Chorey-Les-Beaune 2017,France,Chorey-lès-Beaune,Joseph Drouhin,3.9,349,23.88,2017.0,Red
1112,1126,Crozes-Hermitage Certitude 2017,France,Crozes-Hermitage,Francois Villard,3.6,35,19.0,2017.0,Red
1113,1127,Côte-Rôtie 2004,France,Côte-Rôtie,Tardieu-Laurent,4.1,35,79.95,2004.0,Red
1114,1128,Pinot Fin Bourgogne 2016,France,Bourgogne,Domaine Arnoux-Lachaux,3.7,35,34.02,2016.0,Red
1115,1129,Domaine Grand Veneur Châteauneuf-Du-Pape Les Origines 2015,France,Châteauneuf-du-Pape,Alain Jaume,3.9,35,53.52,2015.0,Red
1116,1130,Cuvée Tradition Côtes de Provence 2017,France,Côtes de Provence,Domaine les Fouques,4.1,35,11.65,2017.0,Red
1117,1131,Pomerol 2014,France,Pomerol,Clos Plince,3.8,35,59.74,2014.0,Red
1118,1132,Cuvée Olivettes 2015,France,Languedoc,Château Ricardelle,3.5,35,6.78,2015.0,Red
1119,1133,Bordeaux 2013,France,Bordeaux,Domaine de Valmengaux,3.9,35,16.47,2013.0,Red
1120,1134,Petit Clos Malbec 2016,France,Cahors,Jean-Luc Baldès,3.6,35,13.5,2016.0,Red
1121,1135,Marquise de La Tourette Hermitage Rouge 2004,France,Hermitage,Delas,4.1,35,43.87,2004.0,Red
1122,1136,Les Trois Marie Côtes du Roussillon Villages 2013,France,Côtes du Roussillon Villages,Thunevin-Calvet,4.2,35,107.23,2013.0,Red
1123,1137,Listrac-Médoc 2015,France,Listrac-Médoc,Château Clarke,4.0,350,37.82,2015.0,Red
1124,1138,Médoc 2016,France,Médoc,Château Saint-Aubin,3.7,351,14.54,2016.0,Red
1125,1139,Margaux (Grand Cru Classé) 2011,France,Margaux,Château Rauzan-Ségla,4.1,352,109.0,2011.0,Red
1126,1140,Bordeaux Supérieur (Premium) 2016,France,Bordeaux Supérieur,Château Clou du Pin,3.7,353,9.5,2016.0,Red
1127,1141,Haut-Médoc 2005,France,Haut-Médoc,Château Sénéjac,3.8,353,39.95,2005.0,Red
1128,1142,Haut-Médoc (Grand Cru Classé) 2015,France,Haut-Médoc,Château Belgrave,3.9,355,32.0,2015.0,Red
1129,1143,Lalande-de-Pomerol 2014,France,Lalande-de-Pomerol,Château Les Vieux Ormes,3.8,355,20.9,2014.0,Red
1130,1144,Castillon - Côtes de Bordeaux 2005,France,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,4.0,356,44.95,2005.0,Red
1131,1145,Saint-Émilion Grand Cru (Grand Cru Classé) 2014,France,Saint-Émilion Grand Cru,Château Fonroque,3.9,356,34.4,2014.0,Red
1132,1146,Pauillac (Grand Cru Classé) 2013,France,Pauillac,Château Grand-Puy-Lacoste,3.9,356,63.36,2013.0,Red
1133,1147,Saint-Estèphe 2016,France,Saint-Estèphe,Château de Pez,4.0,357,44.9,2016.0,Red
1134,1148,Saint-Estèphe 2016,France,Saint-Estèphe,Château Phélan Ségur,4.0,358,56.54,2016.0,Red
1135,1149,Les Launes Crozes-Hermitage 2018,France,Crozes-Hermitage,Delas,3.8,358,15.9,2018.0,Red
1136,1150,L'Atelier Malbec de Crocus 2014,France,Cahors,Crocus,3.8,358,18.79,2014.0,Red
1137,1151,Saint-Émilion Grand Cru 2007,France,Saint-Émilion Grand Cru,Château Puy-Blanquet,3.6,358,21.55,2007.0,Red
1138,1152,Clos du Marquis Saint-Julien 2014,France,Saint-Julien,Château Léoville Las Cases,4.2,358,58.0,2014.0,Red
1139,1153,Saint-Julien (Grand Cru Classé) 2015,France,Saint-Julien,Château Léoville Barton,4.3,359,96.99,2015.0,Red
1140,1154,Bordeaux 2015,France,Bordeaux,Château Haut Bardin,3.7,36,6.49,2015.0,Red
1141,1155,Castillon - Côtes de Bordeaux 2017,France,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,3.6,36,33.42,2017.0,Red
1142,1156,Côtes Du Ventoux La Claretière Rouge 2017,France,Ventoux,Pierre Amadieu,3.8,36,7.2,2017.0,Red
1143,1157,La Clape 2017,France,La Clape,Château Mire l'Étang,3.6,36,9.99,2017.0,Red
1144,1158,Santenay Les Charmes 2015,France,Santenay,Albert Bichot,3.7,36,27.0,2015.0,Red
1145,1159,Côtes-du-Rhône Cuvée Spéciale 2016,France,Côtes-du-Rhône,Tardieu-Laurent,3.8,36,19.5,2016.0,Red
1146,1160,Sequoia 2017,France,Sainte-Foy-Bordeaux,Château Carbonneau,3.8,36,8.67,2017.0,Red
1147,1161,Gigondas Hominis Fides 2009,France,Gigondas,Château de Saint Cosme,4.2,36,49.95,2009.0,Red
1148,1162,Héritage Saint-Mont Rouge 2016,France,Saint-Mont,Plaimont,3.6,36,6.85,2016.0,Red
1149,1163,La Clef de Voute Saint-Émilion 2015,France,Saint-Émilion,Vignobles Moreau,4.0,36,19.5,2015.0,Red
1150,1164,Château La Grave Fronsac 2016,France,Fronsac,Paul Barre,4.0,36,54.25,2016.0,Red
1151,1165,Clos Marie Arbois 2016,France,Arbois,Domaine Ratte,4.0,36,28.66,2016.0,Red
1152,1166,Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Bernateau,4.1,361,29.43,2015.0,Red
1153,1167,Pomerol 2014,France,Pomerol,Château Gazin,4.0,361,96.5,2014.0,Red
1154,1168,Saint-Julien (Grand Cru Classé) 2009,France,Saint-Julien,Château Léoville Las Cases,4.5,363,329.0,2009.0,Red
1155,1169,Haut-Médoc 2005,France,Haut-Médoc,Château Cambon La Pelouse,3.8,363,35.95,2005.0,Red
1156,1170,Lacoste Borie Pauillac 2014,France,Pauillac,Château Grand-Puy-Lacoste,4.0,364,38.58,2014.0,Red
1157,1171,Domaine des Grands Chemins Crozes-Hermitage 2016,France,Crozes-Hermitage,Delas,3.8,364,28.18,2016.0,Red
1158,1172,Crozes-Hermitage Domaine de Thalabert 2016,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.9,365,38.91,2016.0,Red
1159,1173,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Quinault l'Enclos,3.9,365,56.95,2005.0,Red
1160,1174,Syrah 2018,France,Languedoc-Roussillon,Paul Mas,3.7,366,5.5,2018.0,Red
1161,1175,Carruades de Lafite Pauillac 2008,France,Pauillac,Château Lafite Rothschild,4.3,367,279.95,2008.0,Red
1162,1176,Saint Joseph Poivre et Sol 2016,France,Saint-Joseph,Francois Villard,3.9,368,19.9,2016.0,Red
1163,1177,Kerbuccio Maury Sec 2014,France,Maury,Château Saint-Roch,3.8,368,21.9,2014.0,Red
1164,1178,Haut-Médoc (Grand Cru Classé) 2015,France,Haut-Médoc,Château de Camensac,3.9,369,45.0,2015.0,Red
1165,1179,Les Grézeaux Chinon 2015,France,Chinon,Bernard Baudry,3.8,369,33.73,2015.0,Red
1166,1180,Sainte-Épine Saint-Joseph 2016,France,Saint-Joseph,Delas,4.3,37,56.45,2016.0,Red
1167,1181,Fleurie Colonies de Rochegrès 2014,France,Fleurie,Joseph Burrier (Château de Beauregard),4.0,37,19.9,2014.0,Red
1168,1182,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château Franc Mayne,3.8,37,63.66,2016.0,Red
1169,1183,Domaine des Pierrelles Côte Rôtie 2015,France,Côte-Rôtie,Paul Jaboulet Aîné,4.3,37,83.15,2015.0,Red
1170,1184,Vacqueyras 2018,France,Vacqueyras,M. Chapoutier,4.1,37,22.22,2018.0,Red
1171,1186,Volnay 2016,France,Volnay,Domaine Poulleau Père & Fils,3.4,37,38.8,2016.0,Red
1172,1187,Les Carrétals 2016,France,Minervois,Domaine Anne Gros & Jean-Paul Tollot,4.1,37,36.55,2016.0,Red
1173,1189,Saint-Émilion Grand Cru 2013,France,Saint-Émilion Grand Cru,Château Tertre Roteboeuf,4.6,37,166.45,2013.0,Red
1174,1190,Imagine 2016,France,Ventoux,Vindemio,3.7,37,17.0,2016.0,Red
1175,1191,Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château de Lisse,3.7,37,40.98,2015.0,Red
1176,1192,Côtes de Thongue 2016,France,Côtes de Thongue,Bassac,3.7,37,18.25,2016.0,Red
1177,1193,Haut-Médoc 2016,France,Haut-Médoc,Château du Retout,3.8,370,16.9,2016.0,Red
1178,1194,Saint-Julien (Grand Cru Classé) 2008,France,Saint-Julien,Château Léoville Las Cases,4.3,370,185.0,2008.0,Red
1179,1195,Hommage à Jacques Perrin Châteauneuf-du-Pape 2009,France,Châteauneuf-du-Pape,Château de Beaucastel,4.5,371,480.0,2009.0,Red
1180,1196,Pomerol 2015,France,Pomerol,Jean-Pierre Moueix,3.8,371,24.73,2015.0,Red
1181,1197,Pomerol 2005,France,Pomerol,Vieux Château Certan,4.4,371,204.74,2005.0,Red
1182,1198,Saint-Estèphe 2013,France,Saint-Estèphe,Château Lilian Ladouys,3.7,371,21.63,2013.0,Red
1183,1199,Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Xavier Vignon,4.1,374,29.95,2016.0,Red
1184,1200,Mercurey 2017,France,Mercurey,Château de Chamirey,4.0,374,39.36,2017.0,Red
1185,1201,Fronsac 2016,France,Fronsac,Château Dalem,3.9,375,23.95,2016.0,Red
1186,1202,Pessac-Léognan 2015,France,Pessac-Léognan,Château Ferran,3.7,375,19.95,2015.0,Red
1187,1203,Côtes-du-Rhône Rouge 2016,France,Côtes-du-Rhône,E. Guigal,3.7,3752,8.7,2016.0,Red
1188,1204,Saint-Julien (Grand Cru Classé) 2015,France,Saint-Julien,Château Gruaud Larose,4.1,376,82.86,2015.0,Red
1189,1205,Margaux (Grand Cru Classé) 2013,France,Margaux,Château Rauzan-Ségla,3.9,376,67.26,2013.0,Red
1190,1206,Hermitage La Chapelle Rouge 1995,France,Hermitage,Paul Jaboulet Aîné,4.3,378,181.75,1995.0,Red
1191,1207,Cadillac - Côtes de Bordeaux (Premières Côtes de Bordeaux) 2014,France,Cadillac - Côtes de Bordeaux,Château de Ricaud,3.7,379,11.3,2014.0,Red
1192,1208,Pauillac (Grand Cru Classé) 2016,France,Pauillac,Château Pichon Baron,4.4,379,193.99,2016.0,Red
1193,1209,Echevin Guillaume de Rouville Rouge 2017,France,Côtes-du-Rhône-Villages 'Saint-Maurice',Domaine La Florane,3.9,38,15.5,2017.0,Red
1194,1210,Tour des Trois Lunes Rouge 2016,France,Bordeaux,Sichel,3.7,38,15.4,2016.0,Red
1195,1211,Clos de Vougeot Grand Cru 2011,France,Clos Vougeot Grand Cru,Joseph Drouhin,4.4,38,174.49,2011.0,Red
1196,1212,Côtes de Castillon 2010,France,Castillon - Côtes de Bordeaux,Clos Les Lunelles,3.7,38,34.95,2010.0,Red
1197,1213,Les Remparts de Ferrière Margaux 2011,France,Médoc,Château Ferrière,3.6,38,29.95,2011.0,Red
1198,1214,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,France,Saint-Émilion Grand Cru,Château Ausone,4.7,38,575.13,2013.0,Red
1199,1215,Rasteau 2016,France,Rasteau,Domaine Fond Croze,3.7,38,12.18,2016.0,Red
1200,1216,Châteauneuf-du-Pape 2004,France,Châteauneuf-du-Pape,Tardieu-Laurent,4.2,38,49.95,2004.0,Red
1201,1217,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Destieux,4.2,38,69.82,2015.0,Red
1202,1218,Bourgogne Pinot Noir 2017,France,Bourgogne,Régnard,3.6,38,19.64,2017.0,Red
1203,1219,Clos de Citeaux Pommard Grands Épenots Premier Cru 2015,France,Pommard 1er Cru 'Les Grands Epenots',Domaine Jean Monnier & Fils,4.1,38,83.15,2015.0,Red
1204,1220,Médoc 2016,France,Médoc,Château Castera,3.9,38,15.69,2016.0,Red
1205,1221,Saint-Estèphe 2016,France,Saint-Estèphe,Château Beau-Site,4.0,38,25.15,2016.0,Red
1206,1222,Pessac-Léognan (Grand Cru Classé de Graves) 2008,France,Pessac-Léognan,Château La Mission Haut-Brion,4.4,380,209.9,2008.0,Red
1207,1223,Haut-Médoc 2016,France,Haut-Médoc,Château Citran,3.8,380,19.95,2016.0,Red
1208,1224,Pessac-Léognan (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,Château Malartic-Lagravière,4.0,381,72.0,2016.0,Red
1209,1225,Château du Calvaire Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Domaines Roland Dumas,3.8,381,19.99,2016.0,Red
1210,1227,Bandol 2016,France,Bandol,Château de Pibarnon,4.1,382,42.5,2016.0,Red
1211,1228,Gevrey-Chambertin 2015,France,Gevrey-Chambertin,Bouchard Père & Fils,4.0,382,43.67,2015.0,Red
1212,1229,Saint-Julien (Grand Cru Classé) 2015,France,Saint-Julien,Château Branaire-Ducru,4.1,383,63.22,2015.0,Red
1213,1230,Haut-Médoc 2008,France,Haut-Médoc,Château Fontesteau,3.7,388,15.95,2008.0,Red
1214,1231,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,France,Saint-Émilion Grand Cru,Château Beau-Sejour Becot,4.1,389,63.36,2014.0,Red
1215,1232,Luberon La Ciboise 2017,France,Luberon,M. Chapoutier,3.5,389,7.66,2017.0,Red
1216,1233,Saint-Émilion Grand Cru 2010,France,Saint-Émilion Grand Cru,Château Pontet Clauzure,3.7,39,16.25,2010.0,Red
