,Unnamed: 0,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Types
0,0,Pomerol 2011,France,Pomerol,Château La Providence,4.2,100,95.0,2011.0,Red
1,1,Lirac 2017,France,Lirac,Château Mont-Redon,4.3,100,15.5,2017.0,Red
2,2,Gigondas (Nobles Terrasses) 2017,France,Gigondas,Vieux Clocher,3.7,100,19.9,2017.0,Red
3,3,Tradition 2014,France,Minervois,Domaine des Aires Hautes,3.5,100,6.9,2014.0,Red
4,4,Les Obriers de la Peira Terrasses du Larzac 2017,France,Terrasses du Larzac,La Pèira en Damaisèla,4.1,100,14.52,2017.0,Red
5,5,Cuvée Confidence Côtes du Rhône Rouge 2017,France,Côtes-du-Rhône,Domaine Fond Croze,3.7,100,8.49,2017.0,Red
6,6,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,France,Saint-Émilion Grand Cru,Château Figeac,4.4,1000,174.49,2012.0,Red
7,7,Marquis de Calon Saint-Estèphe 2015,France,Saint-Estèphe,Château Calon-Ségur,3.9,1001,43.28,2015.0,Red
8,8,Saint-Julien (Grand Cru Classé) 2010,France,Saint-Julien,Château Léoville Poyferré,4.4,1008,189.0,2010.0,Red
9,9,Pinot Noir Bourgogne 2017,France,Bourgogne,Faiveley,3.7,1009,15.9,2017.0,Red
10,10,Château Pilet Bordeaux 2017,France,Bordeaux,J.Queyrens & Fils,3.6,101,6.5,2017.0,Red
11,11,Sancerre Rouge 2015,France,Sancerre,Comte Lafond,4.2,101,37.34,2015.0,Red
12,12,Ro-Rée Saint-Joseph 2018,France,Saint-Joseph,Louis Chèze,4.2,101,24.37,2018.0,Red
13,13,Cuvée Alienor Fronsac 2015,France,Fronsac,Château Mayne-Vieil,3.7,101,16.47,2015.0,Red
14,14,Fronsac 2005,France,Fronsac,Château Villars,3.8,101,25.95,2005.0,Red
15,15,Cuvée Charles de Batz Madiran 2014,France,Madiran,Domaine Berthoumieu,3.7,101,14.09,2014.0,Red
16,16,Château Paul Mas Coteaux du Languedoc Clos des Mures 2018,France,Languedoc,Paul Mas,3.8,101,11.05,2018.0,Red
17,17,Merlot 2018,France,Pays d'Oc,Les Jamelles,3.6,101,5.36,2018.0,Red
18,18,Pauillac (Premier Grand Cru Classé) 2017,France,Pauillac,Château Mouton Rothschild,4.6,101,633.62,2017.0,Red
19,19,Côte-Rôtie Le Gallet Blanc 2017,France,Côte-Rôtie,Francois Villard,4.4,101,48.0,2017.0,Red
20,20,Constance Madiran 2015,France,Madiran,Domaine Berthoumieu,3.8,101,9.5,2015.0,Red
21,21,Pauillac (Grand Cru Classé) 2007,France,Pauillac,Château Pichon Baron,4.4,1014,119.0,2007.0,Red
22,22,Margaux 2010,France,Margaux,Château Labégorce,4.0,1016,40.95,2010.0,Red
23,23,Les Jardins Rouge 2018,France,Faugères,Saint Antonin,3.8,102,7.95,2018.0,Red
24,24,Saint-Émilion Grand Cru 2005,France,Saint-Émilion Grand Cru,Château Grand Barrail Lamarzelle Figeac,3.9,102,39.95,2005.0,Red
25,25,Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château Vieux Clos St. Emilion,4.1,102,23.09,2015.0,Red
26,26,Fronton 2018,France,Fronton,Château Bellevue La Forét,3.5,102,6.95,2018.0,Red
27,28,Haut-Médoc 2015,France,Haut-Médoc,Château Beaumont,3.8,1020,17.36,2015.0,Red
28,29,Bourgogne Pinot Noir (La Vignée) 2015,France,Bourgogne,Bouchard Père & Fils,3.6,1020,17.59,2015.0,Red
29,30,Saint-Émilion Grand Cru 2014,France,Saint-Émilion Grand Cru,Château La Confession,3.9,103,26.9,2014.0,Red
30,31,Comte de Sénéjac Haut-Médoc 2011,France,Haut-Médoc,Château Sénéjac,3.7,103,16.83,2011.0,Red
31,32,Peyres Nobles Rouge 2018,France,Corbières,Château Camplong,4.0,103,6.5,2018.0,Red
32,33,Pomerol 1999,France,Pomerol,Château Nénin,4.1,103,240.0,1999.0,Red
33,34,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2002,France,Saint-Émilion Grand Cru,Château Valandraud,4.4,103,193.02,2002.0,Red
34,35,François de Tournon Saint-Joseph 2016,France,Saint-Joseph,Delas,3.9,103,29.15,2016.0,Red
35,36,Estibals Minervois 2018,France,Minervois,L'Ostal Cazes,3.6,103,10.99,2018.0,Red
36,37,Roi des Lézards 2014,France,Côtes Catalanes,Domaine Les Enfants Sauvages,3.9,103,19.4,2014.0,Red
37,38,Saint-Julien (Grand Cru Classé) 2006,France,Saint-Julien,Château Branaire-Ducru,3.9,1030,59.54,2006.0,Red
38,39,Médoc 2012,France,Médoc,Château Potensac,3.8,1033,39.69,2012.0,Red
39,40,Saint-Julien (Grand Cru Classé) 2011,France,Saint-Julien,Château Léoville Barton,4.2,1037,87.24,2011.0,Red
40,41,Pessac-Léognan (Grand Cru Classé de Graves) 2007,France,Pessac-Léognan,Château Pape Clément,4.3,1037,161.1,2007.0,Red
41,42,Châteauneuf-du-Pape (La Crau) 2017,France,Châteauneuf-du-Pape,Domaine du Vieux Télégraphe,4.4,104,79.95,2017.0,Red
42,43,Châteauneuf-Du-Pape La Paillousse Terroir D'Exception Rouge 2015,France,Châteauneuf-du-Pape,Pierre Amadieu,4.0,104,26.23,2015.0,Red
43,44,Santenay Clos de Malte 2016,France,Santenay,Louis Jadot,4.1,104,32.0,2016.0,Red
44,45,Léa Les Aspres Côtes du Roussillon Rouge 2012,France,Côtes du Roussillon,Domaine Lafage,4.0,104,19.95,2012.0,Red
45,46,Côtes du Rhône Nature Rouge 2016,France,Côtes-du-Rhône,Famille Perrin,3.6,1049,10.45,2016.0,Red
46,47,Saint-Julien (Grand Cru Classé) 2016,France,Saint-Julien,Château Léoville Las Cases,4.6,105,330.45,2016.0,Red
47,48,Pomerol 2015,France,Pomerol,Château l'Ecuyer,4.2,105,43.16,2015.0,Red
48,49,Hommage Lirac 2016,France,Lirac,Domaine Coudoulis,3.9,105,19.01,2016.0,Red
49,50,Bordeaux 2015,France,Bordeaux,Jean-Pierre Moueix,3.5,1056,10.21,2015.0,Red
50,51,Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Beychevelle,4.0,106,86.76,2017.0,Red
51,52,Copa Santa La Méjanelle 2015,France,Languedoc,Clavel,4.0,106,17.9,2015.0,Red
52,53,Rouge 2016,France,Bordeaux,Bad Boy (Mauvais Garçon),3.9,106,16.9,2016.0,Red
53,54,Côte de Nuits Villages Le Vaucrain 2016,France,Côte de Nuits Villages,Louis Jadot,4.0,106,32.0,2016.0,Red
54,55,La Tiare du Pape Châteauneuf-du-Pape Rouge 2015,France,Châteauneuf-du-Pape,Maison Bouachon,3.9,106,45.0,2015.0,Red
55,56,Hermitage La Chapelle Rouge 2016,France,Hermitage,Paul Jaboulet Aîné,4.3,106,249.95,2016.0,Red
56,57,Le Clos des Fées (Hervé Bizeul) 2013,France,Côtes du Roussillon,Domaine du Clos des Fées,4.1,106,52.53,2013.0,Red
57,58,Fronsac 2005,France,Fronsac,Château la Vieille Cure,4.0,106,39.95,2005.0,Red
58,59,Ventoux 2016,France,Ventoux,Xavier Vignon,3.6,106,8.2,2016.0,Red
59,60,Saint-Julien (Grand Cru Classé) 2009,France,Saint-Julien,Château Léoville Barton,4.4,1066,133.06,2009.0,Red
60,61,Pessac-Léognan (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Château Smith Haut-Lafitte,4.4,1066,169.95,2005.0,Red
61,62,Saint-Estèphe (Grand Cru Classé) 2009,France,Saint-Estèphe,Château Lafon-Rochet,4.2,1069,75.98,2009.0,Red
62,63,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.0,107,130.97,2014.0,Red
63,64,Margaux (Grand Cru Classé) 2017,France,Margaux,Château Lascombes,4.0,107,86.76,2017.0,Red
64,65,Pauillac (Grand Cru Classé) 2017,France,Pauillac,Château d'Armailhac,3.9,107,52.64,2017.0,Red
65,66,Figure Libre Freestyle Rouge 2018,France,Pays d'Oc,Gayda,3.7,107,11.45,2018.0,Red
66,67,Pinot Noir 2018,France,Pays d'Oc,La Forge Estate,3.6,107,7.27,2018.0,Red
67,68,Gigondas 2017,France,Gigondas,M. Chapoutier,3.9,107,24.8,2017.0,Red
68,69,Gevrey-Chambertin 2015,France,Gevrey-Chambertin,Chanson,4.1,107,50.9,2015.0,Red
69,70,Esprit de Granit Saint-Joseph 2012,France,Saint-Joseph,Cave de Tain,4.0,107,27.93,2012.0,Red
70,71,Margaux de Brane (Margaux de Henri Lurton) 2014,France,Margaux,Château Brane-Cantenac,3.8,1070,34.2,2014.0,Red
71,72,Saint-Estèphe 2011,France,Saint-Estèphe,Château de Pez,3.9,1077,36.9,2011.0,Red
72,73,Saint-Estèphe (Grand Cru Classé) 2005,France,Saint-Estèphe,Château Lafon-Rochet,4.1,1077,79.95,2005.0,Red
73,74,Lalande-de-Pomerol 2014,France,Lalande-de-Pomerol,Château Les Hauts-Conseillants,4.0,108,20.37,2014.0,Red
74,75,Coteaux Du Languedoc La Clape L'Hospitalitas 2015,France,La Clape,Gérard Bertrand,4.4,108,71.39,2015.0,Red
75,76,Gigondas Valbelle 2015,France,Gigondas,Château de Saint Cosme,4.3,108,49.95,2015.0,Red
76,77,Bordeaux Supérieur 2017,France,Bordeaux Supérieur,Château Picon,3.5,108,7.35,2017.0,Red
77,78,Rondeur Appassimento 2018,France,Pays d'Oc,Domaine La Grange,4.2,108,9.37,2018.0,Red
78,79,Saint-Estèphe 2012,France,Saint-Estèphe,Château de Pez,4.0,1089,33.9,2012.0,Red
79,80,Montagne-Saint-Émilion 2016,France,Montagne-Saint-Émilion,Clos de Bouard,4.0,109,27.2,2016.0,Red
80,81,Les Cépages Cabernet Sauvignon 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.4,109,7.27,2018.0,Red
81,82,L'Esprit Terroir La Clape 2015,France,La Clape,Château Rouquette Sur Mer,3.8,109,14.95,2015.0,Red
82,83,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.3,109,224.95,2015.0,Red
83,84,Malbec 2018,France,Comté Tolosan,Carmelle,3.7,109,6.45,2018.0,Red
84,85,Villa Blanche Syrah 2017,France,Pays d'Oc,Calmel & Joseph,3.8,109,7.4,2017.0,Red
85,86,Fronsac 2015,France,Fronsac,Château Moulin Haut-Laroque,4.0,109,22.37,2015.0,Red
86,87,Pomerol 2012,France,Pomerol,Château Gombaude-Guillot,4.1,109,68.81,2012.0,Red
87,88,Domaine de la Madone Beaujolais Le Perréon 2018,France,Beaujolais,Jean-Marc Despres,3.7,109,8.67,2018.0,Red
88,89,Saint-Estèphe 2016,France,Saint-Estèphe,Château Clauzet,3.8,109,24.75,2016.0,Red
89,90,Margaux (Grand Cru Classé) 2010,France,Margaux,Château Prieuré-Lichine,4.2,1094,79.0,2010.0,Red
90,91,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Clos des Jacobins,4.2,110,58.95,2005.0,Red
91,92,Givry 2017,France,Givry,Joseph Drouhin,3.9,110,19.4,2017.0,Red
92,93,Bordeaux Réserve Rouge 2015,France,Bordeaux,Château Rauzan Despagne,3.4,110,18.9,2015.0,Red
93,94,Bandol Rouge 2007,France,Bandol,Gros' Noré,3.9,110,59.0,2007.0,Red
94,95,Pomerol 2013,France,Pomerol,Château La Grave (Trigant de Boisset),3.8,110,31.2,2013.0,Red
95,96,Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Branaire-Ducru,4.2,1103,88.95,2005.0,Red
96,97,Emilien 2015,France,Côtes de Bordeaux,Château le Puy,4.0,1106,39.9,2015.0,Red
97,98,Fronsac 2013,France,Fronsac,Château Moulin Haut-Laroque,3.8,111,17.5,2013.0,Red
98,99,Oraison Côtes du Rhône 2016,France,Côtes-du-Rhône,Badet Clement,3.4,111,8.5,2016.0,Red
99,100,Gigondas Le Claux 2011,France,Gigondas,Château de Saint Cosme,4.3,111,59.95,2011.0,Red
100,101,Côtes du Rhône Villages Sablet 2012,France,Côtes-du-Rhône-Villages 'Sablet',Château du Trignon,3.8,111,10.67,2012.0,Red
101,102,Clos d'Ora 2015,France,Minervois La Livinière,Gérard Bertrand,4.5,111,229.0,2015.0,Red
102,103,Hommage à Jacques Perrin Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Château de Beaucastel,4.6,111,515.0,2016.0,Red
103,104,Châteauneuf-du-Pape 2015,France,Châteauneuf-du-Pape,E. Guigal,4.1,1112,32.54,2015.0,Red
104,105,Moulis-en-Médoc 2014,France,Moulis-en-Médoc,Château Chasse-Spleen,3.9,1118,43.77,2014.0,Red
105,106,Chinon Rouge 2015,France,Chinon,Domaine Gouron,3.5,112,8.75,2015.0,Red
106,107,Puisseguin Saint-Émilion 2013,France,Puisseguin-Saint-Émilion,Château Moulin de Curat,3.4,112,10.75,2013.0,Red
107,108,Bordeaux Rouge 2014,France,Bordeaux,Baron Philippe de Rothschild,3.2,1123,7.95,2014.0,Red
108,109,Pauillac (Grand Cru Classé) 2011,France,Pauillac,Château Pichon Baron,4.4,1125,139.0,2011.0,Red
109,110,Pauillac (Grand Cru Classé) 2011,France,Pauillac,Château Grand-Puy-Lacoste,4.2,1125,76.95,2011.0,Red
110,111,Pomerol 2015,France,Pomerol,Château Moulinet-Lasserre,4.1,113,46.79,2015.0,Red
111,112,Châteauneuf-du-Pape 2017,France,Châteauneuf-du-Pape,Clos des Papes (Paul Avril),4.2,113,86.76,2017.0,Red
112,113,Moulin des Costes Bandol Rouge 2011,France,Bandol,Domaines Bunan,3.7,113,115.0,2011.0,Red
113,114,Côtes du Rhône 2016,France,Côtes-du-Rhône,Rocca Maura,3.4,113,7.5,2016.0,Red
114,115,Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Clos Dubreuil,4.1,113,63.2,2011.0,Red
115,116,Pauillac (Grand Cru Classé) 2017,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.4,113,154.99,2017.0,Red
116,117,Margaux (Grand Cru Classé) 2011,France,Margaux,Château Lascombes,4.2,1131,89.0,2011.0,Red
117,118,Pessac-Léognan (Grand Cru Classé de Graves) 2006,France,Pessac-Léognan,Château Pape Clément,4.4,1132,129.0,2006.0,Red
118,119,Pomerol 2016,France,Pomerol,Château La Renaissance,4.1,114,24.27,2016.0,Red
119,120,Baron Nathaniel Pauillac 2016,France,Pauillac,Baron Philippe de Rothschild,4.2,114,28.08,2016.0,Red
120,121,Saga Médoc 2016,France,Médoc,Barons de Rothschild (Lafite),3.5,114,10.65,2016.0,Red
121,122,Haut-Médoc 2014,France,Haut-Médoc,Château Haut-Bellevue,3.8,114,13.15,2014.0,Red
122,123,Maldoror 2005,France,Côtes de Bourg,Château Fougas,3.7,114,43.95,2005.0,Red
123,124,Pessac-Léognan (Grand Cru Classé de Graves) 2017,France,Pessac-Léognan,Domaine de Chevalier,4.1,114,77.01,2017.0,Red
124,125,Colline Côtes du Rhône Rouge 2018,France,Côtes-du-Rhône,La Cabotte,3.7,114,8.98,2018.0,Red
125,126,Pinot Noir Bourgogne 2018,France,Bourgogne,Terres Dorées,3.9,114,16.9,2018.0,Red
126,127,Crozes-Hermitage Les Jalets 2016,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.7,1143,19.39,2016.0,Red
127,128,Margaux (Grand Cru Classé) 2009,France,Margaux,Château Brane-Cantenac,4.2,1149,96.99,2009.0,Red
128,129,Le Benjamin de Beauregard Pomerol 2016,France,Pomerol,Château Beauregard,3.9,115,34.9,2016.0,Red
129,130,Prima 2006,France,Cadillac - Côtes de Bordeaux,Château Carignan,3.7,115,15.15,2006.0,Red
130,131,Rouge 2011,France,Côtes Catalanes,Domaine de l'Horizon,3.9,115,77.01,2011.0,Red
131,132,Haut-Médoc 2014,France,Haut-Médoc,Château Beaumont,3.6,1156,15.9,2014.0,Red
132,133,Beaujolais-Villages 2019,France,Beaujolais-Villages,Joseph Drouhin,3.9,116,12.14,2019.0,Red
133,134,La Gravette de Certan Pomerol 2013,France,Pomerol,Vieux Château Certan,4.2,116,48.5,2013.0,Red
134,135,Grenache Noir 2018,France,Pays d'Oc,Paul Mas,3.8,116,5.5,2018.0,Red
135,136,Aussières Rouge (Red Blend) 2017,France,Pays d'Oc,Château d’Aussières,3.5,116,8.32,2017.0,Red
136,137,Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Léoville Barton,4.2,116,95.53,2017.0,Red
137,138,Saint-Estèphe 2017,France,Saint-Estèphe,Château Phélan Ségur,3.7,116,44.84,2017.0,Red
138,139,Château Romassan Rouge 2016,France,Bandol,Domaines Ott,3.9,116,33.9,2016.0,Red
139,140,Pauillac (Grand Cru Classé) 2014,France,Pauillac,Château d'Armailhac,4.0,1160,94.8,2014.0,Red
140,141,Pauillac (Grand Cru Classé) 2010,France,Pauillac,Château Pichon Baron,4.5,1163,249.0,2010.0,Red
141,142,Saint-Julien (Grand Cru Classé) 2010,France,Saint-Julien,Château Branaire-Ducru,4.2,1169,87.24,2010.0,Red
142,143,Saint-Julien (Grand Cru Classé) 2001,France,Saint-Julien,Château Léoville Barton,4.3,1169,108.95,2001.0,Red
143,144,Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Léoville Poyferré,3.9,117,86.76,2017.0,Red
144,145,Saint-Émilion Grand Cru (Grand Cru Classé) 2014,France,Saint-Émilion Grand Cru,Château La Serre,3.8,117,46.79,2014.0,Red
145,146,Margaux (Grand Cru Classé) 2005,France,Margaux,Château Brane-Cantenac,4.4,1171,119.95,2005.0,Red
146,147,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Figeac,4.5,1172,239.95,2005.0,Red
147,148,La Baronnie Madeleine Chinon 2015,France,Chinon,Couly-Dutheil,3.8,118,16.69,2015.0,Red
148,149,Saint Hilaire Vineyard Pinot Noir Réserve 2017,France,Pays d'Oc,Paul Mas,3.5,118,7.79,2017.0,Red
149,150,Margaux 2005,France,Margaux,Château La Gurgue,4.0,118,39.95,2005.0,Red
150,151,Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Beychevelle,4.4,1182,129.95,2005.0,Red
151,152,Médoc 2009,France,Médoc,Château La Cardonne,3.8,1187,25.92,2009.0,Red
152,154,Pomerol 2005,France,Pomerol,Clos l'Eglise,4.4,119,139.95,2005.0,Red
153,155,Gevrey-Chambertin 2016,France,Gevrey-Chambertin,Joseph Drouhin,4.1,119,48.64,2016.0,Red
154,156,Pessac-Léognan (Grand Cru Classé de Graves) 2017,France,Pessac-Léognan,Château Pape Clément,4.0,119,102.35,2017.0,Red
155,157,Le Clos des Fées (Hervé Bizeul) 2015,France,Côtes du Roussillon,Domaine du Clos des Fées,4.2,119,38.89,2015.0,Red
156,158,Saga Médoc 2015,France,Médoc,Barons de Rothschild (Lafite),3.9,119,10.25,2015.0,Red
157,159,Les Dentelles Côtes du Roussillon Villages 2015,France,Côtes du Roussillon Villages,Thunevin-Calvet,3.7,119,31.19,2015.0,Red
158,160,Hermitage 'La Maison Bleue' 2017,France,Hermitage,Paul Jaboulet Aîné,4.1,120,77.35,2017.0,Red
159,161,Prestige Saint-Drézéry Rouge 2018,France,Saint-Drézéry,Château Puech-Haut,4.2,120,16.85,2018.0,Red
160,162,La Chenade Lalande de Pomerol 2015,France,Lalande-de-Pomerol,Denis Durantou,4.0,120,28.83,2015.0,Red
161,163,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château Beau-Sejour Becot,4.1,120,85.0,2016.0,Red
162,164,Médoc 2005,France,Médoc,Château d'Escurac,3.7,120,25.95,2005.0,Red
163,165,Les Hauts de Naudon Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château Pierrail,3.8,120,8.95,2016.0,Red
164,166,Saint-Estèphe (Grand Cru Classé) 2012,France,Saint-Estèphe,Château Montrose,4.2,1208,106.25,2012.0,Red
165,167,Margaux (Grand Cru Classé) 2016,France,Margaux,Château Marquis d'Alesme,4.1,121,53.61,2016.0,Red
166,168,Savigny Premier Cru 'Aux Clous' 2014,France,Savigny-lès-Beaune 1er Cru 'Aux Clous',Ardhuy,3.8,121,23.59,2014.0,Red
167,169,Cabernet Sauvignon - Syrah 2018,France,Pays d'Oc,Anciens Temps,3.6,121,5.7,2018.0,Red
168,170,Roches d'Hillac 2015,France,Buzet,Les Vignerons de Buzet,3.4,121,6.2,2015.0,Red
169,171,Argile Rouge 2017,France,Vins des Allobroges,Domaine des Ardoisieres,3.9,121,29.15,2017.0,Red
170,172,Marquis de Calon Saint-Estèphe 2014,France,Saint-Estèphe,Château Calon-Ségur,3.9,1212,24.9,2014.0,Red
171,173,Légende (R) Bordeaux Rouge 2016,France,Bordeaux,Barons de Rothschild (Lafite),3.5,1213,12.14,2016.0,Red
172,174,Terroir du Trias Bandol Rouge 2015,France,Bandol,Domaine de Terrebrune,4.1,122,30.9,2015.0,Red
173,175,Montagne-Saint-Émilion 2015,France,Montagne-Saint-Émilion,Château Tour Calon,3.6,122,14.36,2015.0,Red
174,176,Médoc 2010,France,Médoc,Château Cardus,3.7,122,14.9,2010.0,Red
175,177,Haut-Médoc 2014,France,Haut-Médoc,Château Saint-Ahon,3.9,122,18.42,2014.0,Red
176,178,Barthélémy 2010,France,Francs - Côtes de Bordeaux,Château le Puy,4.2,122,149.0,2010.0,Red
177,179,Crozes-Hermitage Domaine de Thalabert 1996,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.8,122,54.25,1996.0,Red
178,180,Bordeaux Rouge 2015,France,Bordeaux,Château Vircoulon,3.2,122,8.95,2015.0,Red
179,181,Châteauneuf-du-Pape (Tradition) Rouge 2010,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.1,122,49.95,2010.0,Red
180,182,Saint-Julien (Grand Cru Classé) 2007,France,Saint-Julien,Château Léoville Barton,4.1,1227,76.0,2007.0,Red
181,183,Moulis-en-Médoc 2012,France,Moulis-en-Médoc,Château Poujeaux,3.9,1227,31.19,2012.0,Red
182,184,Saint-Julien (Grand Cru Classé) 2008,France,Saint-Julien,Château Léoville Barton,4.2,1228,76.95,2008.0,Red
183,185,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.2,123,109.0,2011.0,Red
184,186,Reserve Spéciale Cabernet - Merlot 2017,France,Pays d'Oc,Philibert du Charme,4.0,123,6.61,2017.0,Red
185,187,Châteauneuf-du-Pape Chaupin 2010,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.4,123,98.0,2010.0,Red
186,188,Margaux 2016,France,Margaux,Château Rauzan-Gassies,4.0,123,88.0,2016.0,Red
187,189,Pézenas 2017,France,Pézenas,Mas des Mas,3.7,123,16.79,2017.0,Red
188,190,Les Vieilles Vignes Volnay 2015,France,Volnay,Vincent Girardin,3.9,123,48.1,2015.0,Red
189,191,Petit Jaug Margaux 2012,France,Margaux,Clos du Jaugueyron,3.9,123,25.0,2012.0,Red
190,192,Haut-Médoc 2005,France,Haut-Médoc,Château Tour du Haut Moulin,3.7,123,27.95,2005.0,Red
191,193,Odé d'Aydie Madiran 2016,France,Madiran,Château d'Aydie,3.7,123,12.9,2016.0,Red
192,194,Instinct Parcellaire Côtes de Provence 2015,France,Côtes de Provence,Château des Bormettes,3.7,123,21.93,2015.0,Red
193,195,Margaux (Grand Cru Classé) 2017,France,Margaux,Château Giscours,3.8,124,70.19,2017.0,Red
194,196,Saint-Estèphe 2016,France,Saint-Estèphe,Château Le Crock,4.0,124,38.25,2016.0,Red
195,197,Monopole 'Clos des Langres' Rouge 2014,France,Côte de Nuits Villages,Ardhuy,4.2,124,35.5,2014.0,Red
196,198,Rouge 2015,France,Gard,Roc d'Anglade,3.9,124,36.46,2015.0,Red
197,199,La Napoleon Beaujolais Villages 2017,France,Beaujolais-Villages,Clotaire Michal,3.8,124,35.0,2017.0,Red
198,200,Domaine De Cigalus Red 2018,France,Vin de Pays,Gérard Bertrand,4.1,124,32.75,2018.0,Red
199,201,Haut-Médoc 2012,France,Haut-Médoc,Château Sociando-Mallet,4.0,1243,52.35,2012.0,Red
200,202,l'Equilibre 2016,France,Languedoc-Roussillon,Villa Symposia,3.7,125,8.72,2016.0,Red
201,203,Le Different de Chateau de Ferrand Saint Emilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château de Ferrand,4.1,125,21.0,2015.0,Red
202,204,Haut-Médoc 2015,France,Haut-Médoc,Château d'Aurilhac,3.6,125,13.5,2015.0,Red
203,205,Ermitage Le Pavillon 2000,France,Hermitage,M. Chapoutier,4.6,125,419.95,2000.0,Red
204,206,Annonce Saint-Émilion Grand Cru 2014,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.1,125,53.61,2014.0,Red
205,207,Ventoux Artemia 2015,France,Ventoux,Château Pesquie,4.0,125,32.9,2015.0,Red
206,208,Bourgogne Pinot Noir 2015,France,Bourgogne,Bouchard Père & Fils,3.5,1252,44.59,2015.0,Red
207,209,Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Léoville Poyferré,4.4,1254,139.95,2005.0,Red
208,210,Bordeaux Supérieur 2015,France,Bordeaux Supérieur,Château Croix Mouton,3.7,1254,14.57,2015.0,Red
209,211,Les Terroirs Vieux Carignan 2017,France,Hérault,Calmel & Joseph,3.7,126,9.9,2017.0,Red
210,212,Haut-Médoc 2010,France,Haut-Médoc,Château Sénéjac,3.7,1262,35.95,2010.0,Red
211,213,Saint-Julien (Grand Cru Classé) 2011,France,Saint-Julien,Château Léoville Poyferré,4.2,1264,109.0,2011.0,Red
212,214,Haut-Médoc 2015,France,Haut-Médoc,Château Arnauld,4.1,127,43.39,2015.0,Red
213,215,Saint-Estèphe (Grand Cru Classé) 2010,France,Saint-Estèphe,Château Lafon-Rochet,4.1,1272,55.0,2010.0,Red
214,216,Saint-Estèphe 2009,France,Saint-Estèphe,Château Haut-Marbuzet,4.3,1274,62.39,2009.0,Red
215,217,Agneau Rouge Bordeaux 2018,France,Bordeaux,Baron Philippe de Rothschild,3.5,128,6.05,2018.0,Red
216,218,Iirrésistible Côtes de Provence 2015,France,Côtes de Provence,Domaine de la Croix,3.8,128,29.0,2015.0,Red
217,219,Allnatt Rouge Souplesse 2018,France,Languedoc,Paul Mas,3.8,129,7.49,2018.0,Red
218,220,Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Château Guinot,3.4,129,15.9,2011.0,Red
219,221,Graves 2016,France,Graves,Château Haura,3.5,129,17.95,2016.0,Red
220,222,Pessac-Léognan (Grand Cru Classé de Graves) 2013,France,Pessac-Léognan,Château La Mission Haut-Brion,4.3,129,261.25,2013.0,Red
221,223,Bordeaux Supérieur 2011,France,Bordeaux Supérieur,Château Lafite Monteil,3.5,129,9.95,2011.0,Red
222,224,Lou Coucardié Rouge 2014,France,Costières-de-Nîmes,Michel Gassier,4.0,129,24.09,2014.0,Red
223,225,Saint-Joseph Les Capelets 2015,France,Saint-Joseph,Pierre Amadieu,4.0,131,17.45,2015.0,Red
224,226,Les Terroirs Côtes du Roussillon Villages 2015,France,Côtes du Roussillon Villages,Calmel & Joseph,3.7,131,7.75,2015.0,Red
225,227,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,France,Saint-Émilion Grand Cru,Château Trotte Vieille,4.1,131,70.19,2011.0,Red
226,228,Château d'Ampuis Côte-Rôtie 2016,France,Côte-Rôtie,E. Guigal,3.9,131,99.0,2016.0,Red
